component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Active_Supply_Current_0h,Active_Supply_Current_24h,Propagation_Delay_0h,Propagation_Delay_24h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Fall_Time_0h,Output_Fall_Time_24h,IDDQ_168h,Input_Leakage_Current_168h,Active_Supply_Current_168h,Propagation_Delay_168h,Output_Rise_Time_168h,Output_Fall_Time_168h
C01511,A_L21,DIGITAL_CMOS,CMOS_A,1.712898,1.728394,0.014779,0.014695,90.465366,90.114423,8.980329,9.153411,7.685248,7.730456,7.893446,8.014298,1.738087,0.015189,90.304808,9.441893,8.035965,8.051178
C01512,A_L21,DIGITAL_CMOS,CMOS_A,1.555844,1.56572,0.017029,0.017741,97.688812,98.963152,8.645251,8.682226,7.807916,7.981093,7.519142,7.564237,1.642216,0.019226,100.294348,9.117946,8.631862,7.85458
C01513,A_L21,DIGITAL_CMOS,CMOS_A,1.189936,1.156209,0.014054,0.014054,88.873153,89.956527,8.939795,9.051887,8.253787,8.543566,7.957908,7.931918,1.191418,0.014619,89.197616,9.27381,8.955778,8.087172
C01514,A_L21,DIGITAL_CMOS,CMOS_A,1.54361,1.567096,0.018409,0.018629,96.927561,96.780354,8.886321,8.895109,7.917317,8.016622,7.611116,7.648042,1.712446,0.020886,102.990419,9.359093,8.458137,8.06872
C01515,A_L21,DIGITAL_CMOS,CMOS_A,1.294047,1.305513,0.010793,0.011463,84.936491,85.0154,9.002863,9.038547,8.398842,8.390652,7.883564,7.864695,1.364723,0.012245,87.513089,9.053941,8.524174,7.891941
C01516,A_L21,DIGITAL_CMOS,CMOS_A,1.910284,1.8917,0.019522,0.019775,97.411759,96.620663,9.110486,9.146425,8.394219,8.498149,8.044818,8.041586,1.929587,0.02086,98.147795,9.379254,9.453436,8.405079
C01517,A_L21,DIGITAL_CMOS,CMOS_A,1.513699,1.521666,0.025257,0.025782,91.425803,90.771374,8.838947,8.857476,8.426321,8.434737,7.33265,7.350931,1.605137,0.027237,92.974601,8.873558,8.529782,7.317476
C01518,A_L21,DIGITAL_CMOS,CMOS_A,1.592775,1.646504,0.020287,0.020955,100.379559,100.175998,8.7319,8.683776,8.032197,8.015787,7.207044,7.183925,1.741947,0.023609,103.242595,8.775261,8.122128,7.291064
C01519,A_L21,DIGITAL_CMOS,CMOS_A,1.892553,1.867364,0.023831,0.025776,94.178371,96.68733,9.579639,9.631108,8.70536,8.756518,7.526013,7.534133,1.999875,0.028885,98.778188,9.974302,9.507979,7.875933
C01520,A_L21,DIGITAL_CMOS,CMOS_A,1.873665,1.872734,0.029543,0.02934,91.487883,92.147349,8.71185,8.842688,8.314806,8.427945,6.649219,6.780539,1.882426,0.030739,92.100895,9.0245,8.966595,6.992809
C01521,A_L21,DIGITAL_CMOS,CMOS_A,1.448142,1.471241,0.016363,0.016723,93.595948,93.685372,9.177952,9.225553,8.057171,8.172923,7.56169,7.725602,1.511888,0.017855,94.211116,9.279781,8.371787,7.866372
C01522,A_L21,DIGITAL_CMOS,CMOS_A,1.156912,1.145803,0.019425,0.019751,92.545353,92.223983,8.776918,8.799204,7.859974,7.72422,7.24473,7.296629,1.150723,0.019904,93.201529,8.834741,7.898364,7.312825
C01523,A_L21,DIGITAL_CMOS,CMOS_A,1.735134,1.814016,0.0211,0.021658,86.594686,86.291948,8.760368,8.745539,7.312613,7.411022,7.336603,7.323078,1.797682,0.022642,90.141467,8.787376,7.516117,7.324809
C01524,A_L21,DIGITAL_CMOS,CMOS_A,1.700824,1.722109,0.025843,0.027201,94.980418,95.696969,8.456535,8.481497,7.813265,7.936534,7.377958,7.492122,1.863953,0.031209,98.172089,8.798177,8.43229,7.807383
C01525,A_L21,DIGITAL_CMOS,CMOS_A,1.089907,1.093301,0.017903,0.018504,95.864443,96.300033,9.159916,9.148738,7.706398,7.800025,7.490736,7.528148,1.154145,0.021507,100.428107,9.332983,8.070065,7.722135
C01526,A_L21,DIGITAL_CMOS,CMOS_A,1.69205,1.754094,0.017913,0.017947,88.457872,88.815798,9.222684,9.301987,8.604147,8.771322,8.178397,8.252413,1.745098,0.018035,88.472008,9.49006,9.101121,8.360774
C01527,A_L21,DIGITAL_CMOS,CMOS_A,1.491273,1.500152,0.012733,0.013283,91.845494,92.240255,8.62948,8.605494,8.03414,8.075836,6.98473,7.030792,1.630668,0.015168,96.068716,8.676372,8.115506,7.029044
C01528,A_L21,DIGITAL_CMOS,CMOS_A,2.085517,2.141474,0.03347,0.033982,93.852486,94.30463,8.704872,8.730054,8.016697,8.185714,7.172876,7.291949,2.179043,0.035304,94.662266,9.01585,8.700075,7.338942
C01529,A_L21,DIGITAL_CMOS,CMOS_A,1.695219,1.685641,0.014648,0.014849,89.961281,89.902741,8.839037,8.884709,7.870953,7.947565,7.279499,7.392324,1.723237,0.015787,89.886307,9.424993,8.888829,7.895941
C01530,A_L21,DIGITAL_CMOS,CMOS_A,1.931295,1.982111,0.030292,0.030965,93.474867,95.244138,9.08898,9.075978,8.121271,8.117963,7.991427,7.992396,1.976502,0.032656,96.725579,9.174111,8.173459,8.104792
C01531,A_L21,DIGITAL_CMOS,CMOS_A,1.688344,1.713874,0.02461,0.0248,91.226535,91.822495,8.241236,8.313386,7.429463,7.520851,6.964625,6.94599,1.734356,0.025124,92.648907,8.315222,7.662776,7.079254
C01532,A_L21,DIGITAL_CMOS,CMOS_A,1.684834,1.712186,0.015888,0.016422,94.920385,96.136554,9.129101,9.103447,8.341043,8.372239,7.616072,7.543452,1.825492,0.018696,98.438326,9.172844,8.496153,7.59995
C01533,A_L21,DIGITAL_CMOS,CMOS_A,1.671505,1.644701,0.019501,0.020219,97.231301,97.692586,8.674351,8.69451,7.389402,7.519236,7.010821,7.060915,1.719406,0.02165,99.6037,9.17171,7.918593,7.551876
C01534,A_L21,DIGITAL_CMOS,CMOS_A,1.474941,1.476359,0.018137,0.018487,83.310593,83.35623,9.040664,9.12122,8.551328,8.683035,7.752542,7.736594,1.507677,0.018739,84.335753,9.334359,9.404839,8.074834
C01535,A_L21,DIGITAL_CMOS,CMOS_A,1.554142,1.551579,0.014763,0.015254,99.778052,100.483429,9.234207,9.281602,7.22226,7.279401,7.547569,7.546238,1.587421,0.015917,101.171708,9.408372,7.313314,7.597737
C01536,A_L21,DIGITAL_CMOS,CMOS_A,1.283194,1.279647,0.017975,0.018058,92.137448,91.94785,9.026116,9.148057,7.696646,7.784803,7.321146,7.478699,1.266126,0.018889,93.465824,9.341383,8.408165,7.580424
C01537,A_L21,DIGITAL_CMOS,CMOS_A,1.80914,1.850647,0.020772,0.021132,91.094008,91.336067,8.33163,8.451637,7.272554,7.452847,6.601809,6.67303,1.834307,0.021923,91.815888,8.549918,7.747359,6.812336
C01538,A_L21,DIGITAL_CMOS,CMOS_A,1.393568,1.3664,0.023614,0.024237,90.459212,91.395493,8.678512,8.732804,7.74298,7.911157,6.873499,6.897768,1.391826,0.025051,91.278582,8.859184,8.237322,7.179507
C01539,A_L21,DIGITAL_CMOS,CMOS_A,2.071829,2.066339,0.017403,0.017692,89.892071,90.698065,8.747233,8.906118,7.494581,7.534929,6.917591,6.951021,2.11005,0.017784,90.752058,9.330234,8.389064,7.183387
C01540,A_L21,DIGITAL_CMOS,CMOS_A,1.48653,1.515227,0.011588,0.012287,83.980038,85.281885,9.086646,9.128924,7.696265,7.73765,7.385302,7.49593,1.547481,0.01298,85.937966,9.23484,7.817809,7.468663
C01541,A_L21,DIGITAL_CMOS,CMOS_A,1.9421,1.971431,0.017361,0.018168,93.418893,95.613615,9.043119,9.153892,8.181181,8.42027,7.96572,7.97514,2.051704,0.019161,95.410348,9.456039,8.95742,8.280536
C01542,A_L21,DIGITAL_CMOS,CMOS_A,1.328999,1.313631,0.021946,0.02209,96.953834,97.229422,9.08031,9.068401,7.653586,7.6702,7.314585,7.28095,1.333124,0.022716,97.161467,9.144868,7.811161,7.422982
C01543,A_L21,DIGITAL_CMOS,CMOS_A,1.496688,1.486907,0.020132,0.020829,86.667658,86.080712,8.687245,8.672766,7.93189,8.031616,7.725693,7.812157,1.547366,0.021527,87.37379,9.08746,8.770828,8.131815
C01544,A_L21,DIGITAL_CMOS,CMOS_A,1.458051,1.466482,0.016427,0.01686,98.130912,97.583983,8.177794,8.232861,7.692807,7.832701,7.194555,7.218495,1.484975,0.0177,97.952192,8.329854,7.851996,7.273156
C01545,A_L21,DIGITAL_CMOS,CMOS_A,1.459063,1.461915,0.018955,0.01922,96.931771,96.261875,8.551697,8.598335,7.88359,8.001843,7.286068,7.31377,1.496756,0.019936,97.662906,8.800788,8.377371,7.473875
C01546,A_L21,DIGITAL_CMOS,CMOS_A,1.800608,1.813576,0.01207,0.012477,88.670233,90.010616,8.693887,8.684056,7.675126,7.740474,7.318879,7.380459,1.925783,0.014919,92.30946,8.908065,8.314598,7.690903
C01547,A_L21,DIGITAL_CMOS,CMOS_A,1.582077,1.581436,0.021597,0.021749,91.744956,92.051713,8.652545,8.785487,7.293085,7.269609,7.387951,7.284067,1.557584,0.022026,91.830353,9.12695,7.523648,7.407958
C01548,A_L21,DIGITAL_CMOS,CMOS_A,1.033082,1.079917,0.012289,0.012414,93.607161,93.268957,8.720927,8.734947,8.061453,8.026442,7.438894,7.371554,1.057213,0.012955,94.4647,8.754334,8.14652,7.39936
C01549,A_L21,DIGITAL_CMOS,CMOS_A,1.396768,1.416422,0.024076,0.024118,88.604167,88.862241,8.662023,8.671495,8.074208,8.122974,7.594649,7.645396,1.409399,0.02441,88.018392,8.736032,8.223256,7.763513
C01550,A_L21,DIGITAL_CMOS,CMOS_A,1.27264,1.257898,0.012666,0.013314,96.927881,96.797206,8.897385,8.877057,7.772311,7.851469,7.21494,7.289433,1.352189,0.015659,103.121375,9.037404,7.957241,7.365144
C01551,A_L21,DIGITAL_CMOS,CMOS_A,1.569377,1.53926,0.014739,0.01483,85.512912,85.739565,8.826901,8.930895,8.115924,8.26131,8.174868,8.260005,1.586704,0.015837,86.891832,9.208553,9.140112,8.625717
C01552,A_L21,DIGITAL_CMOS,CMOS_A,1.132992,1.171981,0.018119,0.019469,100.689842,99.548217,9.018643,9.138252,7.563348,7.701287,7.106843,7.202469,1.193548,0.020808,101.388896,9.395136,8.032271,7.386711
C01553,A_L21,DIGITAL_CMOS,CMOS_A,1.316171,1.348465,0.011796,0.011838,99.148664,100.331651,8.742406,8.761222,7.748854,7.776069,7.441471,7.454091,1.335074,0.011991,99.678947,8.811667,7.861354,7.554802
C01554,A_L21,DIGITAL_CMOS,CMOS_A,1.418379,1.447104,0.011274,0.011986,86.575819,87.283578,8.703182,8.843667,7.458737,7.632548,7.216244,7.226905,1.510568,0.013143,90.171136,9.141376,8.43542,7.526404
C01555,A_L21,DIGITAL_CMOS,CMOS_A,1.608679,1.634556,0.021837,0.022127,98.361765,98.614709,8.80066,8.857182,7.492376,7.574926,6.904519,7.00106,1.602628,0.02271,99.457693,9.039904,8.318545,7.432585
C01556,A_L21,DIGITAL_CMOS,CMOS_A,1.665623,1.672938,0.040843,0.0415,83.985758,84.097157,8.555506,8.537875,7.288688,7.364015,7.131283,7.135774,1.708868,0.041801,85.474833,8.635731,7.361027,7.310252
C01557,A_L21,DIGITAL_CMOS,CMOS_A,1.621188,1.640753,0.016009,0.015956,91.633879,91.187277,8.931966,8.906606,6.833368,6.879152,7.167668,7.142089,1.664724,0.016193,92.412262,8.919403,6.95608,7.245183
C01558,A_L21,DIGITAL_CMOS,CMOS_A,1.680671,1.705363,0.019221,0.019359,94.299307,93.533224,9.10042,9.108689,7.899965,7.954922,7.293353,7.333432,1.708391,0.019853,95.005767,9.562769,8.339461,7.64404
C01559,A_L21,DIGITAL_CMOS,CMOS_A,1.56007,1.580735,0.018043,0.019127,97.908702,98.873215,8.782551,8.823124,7.961818,8.007634,7.818484,7.829407,1.618222,0.020275,101.508743,8.870034,8.127914,7.973629
C01560,A_L21,DIGITAL_CMOS,CMOS_A,1.87337,1.90399,0.017788,0.017801,92.516967,93.368825,8.62789,8.749032,8.215356,8.233532,7.067504,7.141667,1.893537,0.018722,93.477584,9.129951,8.938241,7.438883
C01561,A_L21,DIGITAL_CMOS,CMOS_A,1.355428,1.378236,0.021997,0.022337,91.461264,92.001272,8.879033,8.88824,8.315548,8.371135,7.749371,7.722873,1.366647,0.02292,91.107689,8.992279,8.525327,7.675805
C01562,A_L21,DIGITAL_CMOS,CMOS_A,1.378286,1.380283,0.015665,0.016606,88.360995,88.420036,8.682824,8.743766,8.101396,8.146622,7.790938,7.776793,1.44788,0.017976,90.09903,8.808672,8.206031,7.832953
C01563,A_L21,DIGITAL_CMOS,CMOS_A,1.64847,1.6162,0.017115,0.017711,96.376709,96.390115,9.307548,9.406749,7.914313,7.98288,7.096331,7.137171,1.713059,0.018428,96.388239,9.722976,8.385164,7.294567
C01564,A_L21,DIGITAL_CMOS,CMOS_A,1.462122,1.534159,0.030911,0.031614,96.153349,97.801452,9.067318,9.006785,7.9725,8.00377,8.080285,8.093947,1.573442,0.037407,101.706173,10.014518,8.270408,10.563443
C01565,A_L21,DIGITAL_CMOS,CMOS_A,1.462761,1.447934,0.027581,0.028809,87.792474,88.679591,9.398147,9.492933,7.930741,8.090706,7.672412,7.759753,1.584791,0.032992,91.423387,9.922283,8.711549,8.15153
C01566,A_L21,DIGITAL_CMOS,CMOS_A,1.441786,1.474319,0.016326,0.017206,95.162431,94.693924,9.036716,9.082532,7.969779,7.938525,7.358289,7.435278,1.589333,0.020759,97.714199,9.089129,8.1656,7.406007
C01567,A_L21,DIGITAL_CMOS,CMOS_A,1.641003,1.666468,0.02998,0.030041,93.964693,93.826846,8.875404,9.007361,7.667561,7.924705,7.169194,7.240193,1.670737,0.030995,94.396623,9.26988,8.610121,7.58742
C01568,A_L21,DIGITAL_CMOS,CMOS_A,1.298091,1.316403,0.017067,0.017781,100.15834,99.692097,8.964978,8.980515,7.929353,7.952721,7.036818,7.009316,1.338974,0.018568,101.555917,9.0634,7.946665,7.012142
C01569,A_L21,DIGITAL_CMOS,CMOS_A,1.19002,1.234473,0.023946,0.025068,90.22017,89.897606,9.100182,9.141351,8.064402,8.076538,7.783836,7.759614,1.310722,0.027163,93.995766,9.227898,8.20433,7.786543
C01570,A_L21,DIGITAL_CMOS,CMOS_A,1.437622,1.495564,0.02093,0.022031,88.689256,89.986967,8.695996,8.668184,8.303999,8.440757,7.545365,7.537317,1.557593,0.02316,92.534441,8.823988,8.497764,7.63179
C01571,A_L21,DIGITAL_CMOS,CMOS_A,1.2311,1.28809,0.015762,0.016762,91.437104,92.175752,8.501832,8.590195,7.999607,8.010782,7.127206,7.199177,1.322634,0.017722,94.012835,8.620902,8.188177,7.221486
C01572,A_L21,DIGITAL_CMOS,CMOS_A,1.874626,1.888553,0.020264,0.021505,92.902292,93.330751,8.956124,8.941951,8.073625,8.136749,7.815626,7.860125,2.012154,0.023674,95.970878,9.008162,8.239264,7.864057
C01573,A_L21,DIGITAL_CMOS,CMOS_A,1.728595,1.705304,0.022368,0.022907,95.270564,95.145506,9.045888,9.092662,8.046513,8.262891,7.569445,7.541888,1.740345,0.023435,96.3521,9.342789,8.685164,7.740745
C01574,A_L21,DIGITAL_CMOS,CMOS_A,1.518447,1.637563,0.024798,0.026456,90.518031,91.947279,8.383808,8.393527,7.741371,7.880051,7.381818,7.497956,1.781607,0.029164,93.658182,8.412885,7.951013,7.638662
C01575,A_L21,DIGITAL_CMOS,CMOS_A,1.302451,1.29478,0.017734,0.018008,91.195979,90.390434,9.184012,9.303118,8.209518,8.291536,8.058205,8.001314,1.318105,0.018267,91.905129,9.319838,8.427353,8.157475
C01576,A_L21,DIGITAL_CMOS,CMOS_A,1.822538,1.801261,0.012022,0.01263,94.702572,94.687858,8.90842,8.948791,8.038949,8.091779,7.285727,7.384335,1.909737,0.014753,99.233521,9.423685,8.64706,7.798729
C01577,A_L21,DIGITAL_CMOS,CMOS_A,1.435433,1.445302,0.027488,0.027722,87.049921,87.642281,8.711658,8.758236,8.235559,8.215679,7.698837,7.629117,1.426989,0.02802,86.915841,8.73661,8.384634,7.761362
C01652,A_L23,DIGITAL_CMOS,CMOS_A,2.074636,2.119689,0.023638,0.024214,94.317227,95.5529,9.402585,9.480562,8.397749,8.526308,7.630864,7.704932,2.250872,0.025434,102.610025,9.75435,8.621528,7.969995
C01653,A_L23,DIGITAL_CMOS,CMOS_A,1.69702,1.715973,0.025473,0.025593,88.875186,89.472189,9.190697,9.186626,8.35099,8.371916,7.864074,7.89047,1.779411,0.026812,99.221628,9.241846,8.37699,7.919912
C01654,A_L23,DIGITAL_CMOS,CMOS_A,1.292447,1.296711,0.02569,0.025759,94.396715,94.23671,8.794193,8.745887,8.106538,8.221267,7.450119,7.436951,1.306814,0.0261,94.676779,8.988565,8.267996,7.612796
C01655,A_L23,DIGITAL_CMOS,CMOS_A,1.669875,1.687883,0.025027,0.025305,93.925357,93.912901,8.638551,8.527454,7.485564,7.549445,6.518323,6.537321,1.691779,0.025288,95.205251,8.70139,7.563291,6.559865
C01656,A_L23,DIGITAL_CMOS,CMOS_A,1.275071,1.274619,0.030015,0.030168,90.882534,92.491422,8.823789,8.868398,8.491587,8.359537,8.080453,8.140292,1.287473,0.03016,92.427159,9.023537,8.641546,8.316938
C01657,A_L23,DIGITAL_CMOS,CMOS_A,1.559168,1.59474,0.017019,0.017222,86.08554,86.434548,9.517741,9.573681,8.619702,8.685047,8.144039,8.09029,1.66387,0.017693,89.025677,9.771953,8.871832,8.396806
C01658,A_L23,DIGITAL_CMOS,CMOS_A,1.714679,1.729038,0.023046,0.02306,88.386075,88.746743,9.193677,9.218531,8.211746,8.189932,7.576033,7.647681,1.724146,0.023599,90.473386,9.279001,8.280158,7.673178
C01659,A_L23,DIGITAL_CMOS,CMOS_A,1.743883,1.728982,0.02861,0.029512,86.371486,87.445872,9.355036,9.293371,8.511661,8.516956,8.039407,8.078182,1.752944,0.029854,93.040233,9.344732,8.504054,8.093855
C01660,A_L23,DIGITAL_CMOS,CMOS_A,1.637508,1.632473,0.019221,0.019023,86.395484,85.997226,8.64185,8.61477,7.87941,8.024361,7.140406,7.10464,1.661846,0.018915,88.198652,8.766707,8.082194,7.231724
C01661,A_L23,DIGITAL_CMOS,CMOS_A,1.489156,1.513222,0.018099,0.018193,95.041431,96.843371,9.375851,9.468633,8.479312,8.498012,7.591715,7.655347,1.633938,0.018962,103.805228,9.547931,8.621068,7.80834
C01662,A_L23,DIGITAL_CMOS,CMOS_A,1.241082,1.261184,0.014523,0.014584,91.314863,91.984745,9.335589,9.222606,8.214325,8.208653,7.566737,7.497967,1.249811,0.014635,93.286358,9.373628,8.247793,7.465239
C01663,A_L23,DIGITAL_CMOS,CMOS_A,1.142687,1.164799,0.023715,0.023896,91.88203,91.682841,9.305011,9.276572,8.797494,8.720934,7.572101,7.600869,1.152083,0.024349,91.953309,9.336987,8.686572,7.623551
C01664,A_L23,DIGITAL_CMOS,CMOS_A,1.575808,1.614967,0.023227,0.023651,88.488357,90.604738,8.683603,8.647716,8.046291,7.98615,7.116141,7.102477,1.652239,0.02401,92.835662,8.761137,7.957034,7.07053
C01665,A_L23,DIGITAL_CMOS,CMOS_A,1.827441,1.835175,0.016818,0.017058,87.374828,88.089948,9.042071,9.046088,8.243594,8.384284,7.421836,7.47098,1.914217,0.017565,93.787189,9.067665,8.43843,7.53139
C01666,A_L23,DIGITAL_CMOS,CMOS_A,1.570075,1.625009,0.018751,0.019074,87.502725,90.399295,9.556246,9.564885,8.630198,8.617164,7.776858,7.745043,1.653363,0.01966,94.703239,9.68377,8.5669,7.773405
C01667,A_L23,DIGITAL_CMOS,CMOS_A,1.491843,1.476779,0.022396,0.022538,89.331991,89.656522,9.367674,9.51075,8.170852,8.329847,7.615356,7.62243,1.504179,0.022416,91.101337,9.566746,8.416029,7.88018
C01668,A_L23,DIGITAL_CMOS,CMOS_A,1.58589,1.597239,0.02694,0.027303,86.946164,88.873122,8.794562,8.818377,7.541731,7.601987,7.995453,7.995731,1.636182,0.027704,91.55501,8.90593,7.740031,8.029262
C01669,A_L23,DIGITAL_CMOS,CMOS_A,1.352393,1.372754,0.022766,0.023169,99.058106,98.686942,9.439196,9.397963,8.393898,8.396595,7.546425,7.573354,1.360296,0.022945,99.607952,9.422168,8.528548,7.529791
C01670,A_L23,DIGITAL_CMOS,CMOS_A,1.502819,1.485479,0.024937,0.024983,79.26557,79.173294,9.150211,9.168938,8.233295,8.233348,7.863053,7.88864,1.47554,0.025257,81.605052,9.151372,8.228269,7.792913
C01671,A_L23,DIGITAL_CMOS,CMOS_A,2.007878,2.002565,0.022011,0.02219,89.61626,90.313843,8.995832,9.016665,7.908516,7.958726,7.353089,7.351431,2.038308,0.022591,90.686535,9.199705,8.159964,7.520571
C01672,A_L23,DIGITAL_CMOS,CMOS_A,1.746743,1.760398,0.028787,0.028722,85.480975,85.904512,9.355203,9.322073,8.346635,8.432981,7.783967,7.82132,1.753825,0.028684,86.225808,9.416407,8.522584,7.97633
C01673,A_L23,DIGITAL_CMOS,CMOS_A,1.929289,1.95722,0.029669,0.029671,96.074285,96.973072,9.284073,9.325328,8.149136,8.245825,7.693916,7.650659,1.932662,0.030609,96.071583,9.455277,8.381449,7.753108
C01674,A_L23,DIGITAL_CMOS,CMOS_A,1.408792,1.416181,0.018247,0.018066,89.834036,90.476676,8.921899,8.956151,7.910434,7.885954,7.180984,7.149681,1.424787,0.018644,90.775582,8.932444,7.950179,7.160033
C01675,A_L23,DIGITAL_CMOS,CMOS_A,1.672235,1.679742,0.018407,0.01873,91.85345,92.615014,9.416853,9.423336,8.21511,8.334796,7.417019,7.456772,1.759975,0.019662,99.740701,9.540069,8.371852,7.479193
C01676,A_L23,DIGITAL_CMOS,CMOS_A,1.875927,1.858057,0.037123,0.037193,83.827732,85.362181,9.465599,9.509201,7.985594,8.054217,7.400583,7.41204,1.899184,0.037226,85.917397,9.600524,8.093318,7.411552
C01677,A_L23,DIGITAL_CMOS,CMOS_A,1.444257,1.454223,0.019962,0.019986,89.650098,89.758253,8.584336,8.571759,7.769462,7.811651,7.575956,7.595537,1.560471,0.020741,97.878679,8.654576,7.799184,7.603168
C01678,A_L23,DIGITAL_CMOS,CMOS_A,1.425669,1.458608,0.02201,0.021875,93.913825,94.699045,9.423632,9.363198,8.689496,8.721547,8.164016,8.106764,1.518369,0.022822,97.847837,9.395686,8.740046,8.140907
C01679,A_L23,DIGITAL_CMOS,CMOS_A,1.613819,1.610326,0.013152,0.013606,83.991997,85.767742,8.940424,8.967442,7.739344,7.697744,6.914921,6.949107,1.662412,0.013715,89.550946,9.019393,7.76956,6.925642
C01680,A_L23,DIGITAL_CMOS,CMOS_A,1.421447,1.460498,0.01433,0.014535,93.598277,94.757864,9.495349,9.512592,8.79173,8.904072,7.457871,7.505694,1.432438,0.01452,94.66852,9.599487,9.026779,7.620146
C01681,A_L23,DIGITAL_CMOS,CMOS_A,1.207405,1.189616,0.018008,0.01792,97.629189,97.853473,8.942278,8.938914,8.064401,8.123495,7.42318,7.439493,1.226368,0.01825,98.205125,8.935669,8.151082,7.41746
C01682,A_L23,DIGITAL_CMOS,CMOS_A,1.171285,1.175793,0.018913,0.019078,94.078796,94.382609,8.489179,8.518917,7.810114,7.699222,6.429089,6.49147,1.164661,0.019279,95.157151,8.769164,8.076175,6.685184
C01683,A_L23,DIGITAL_CMOS,CMOS_A,1.491584,1.4748,0.022644,0.022786,92.174513,94.383294,9.570218,9.52737,8.589893,8.668475,7.640257,7.655927,1.510181,0.023009,97.52568,9.551985,8.760749,7.742177
C01684,A_L23,DIGITAL_CMOS,CMOS_A,1.355147,1.405769,0.018819,0.019309,89.172488,90.375526,8.875983,8.891974,8.333493,8.310561,7.584807,7.673244,1.435406,0.019679,92.928667,9.128452,8.369731,7.824054
C01685,A_L23,DIGITAL_CMOS,CMOS_A,1.331812,1.337025,0.020627,0.02105,98.672879,99.704341,9.360267,9.363304,7.939658,7.967429,7.499855,7.530664,1.425089,0.021822,107.324467,9.442558,7.971889,7.540035
C01686,A_L23,DIGITAL_CMOS,CMOS_A,1.229579,1.208324,0.033558,0.033409,94.487428,94.56376,9.015614,9.048035,8.260772,8.357756,7.302413,7.252967,1.241978,0.033746,95.790113,9.192135,8.496714,7.351898
C01687,A_L23,DIGITAL_CMOS,CMOS_A,1.761479,1.785135,0.021587,0.02177,87.797115,88.703145,8.765791,8.780612,7.965324,8.058596,7.25434,7.298206,1.788619,0.021473,89.39564,8.857054,8.225001,7.352278
C01688,A_L23,DIGITAL_CMOS,CMOS_A,1.471569,1.485849,0.019005,0.019245,97.906141,98.43463,9.162732,9.173955,7.890606,7.889824,7.352537,7.391845,1.52834,0.019839,103.063901,9.186643,7.906692,7.376418
C01689,A_L23,DIGITAL_CMOS,CMOS_A,1.828189,1.840567,0.01879,0.019369,90.529459,90.40818,9.25286,9.238771,8.767366,8.662631,7.929943,7.984621,1.82038,0.019738,91.004044,9.26442,8.807953,7.989719
C01690,A_L23,DIGITAL_CMOS,CMOS_A,1.280393,1.267181,0.026673,0.026722,97.53785,99.424037,9.024825,8.99122,8.304212,8.326264,7.693869,7.57402,1.320628,0.027568,103.436115,9.081102,8.298001,7.720265
C01691,A_L23,DIGITAL_CMOS,CMOS_A,1.384243,1.371498,0.016232,0.016262,88.54765,87.985898,9.32535,9.345842,8.5374,8.510067,8.019071,8.018248,1.390589,0.016332,89.617438,9.353977,8.707692,8.023536
C01692,A_L23,DIGITAL_CMOS,CMOS_A,1.062923,1.069266,0.011817,0.01204,87.657896,87.754605,9.160611,9.138992,8.499746,8.644098,7.649988,7.649603,1.089765,0.012677,95.246702,9.295929,8.831367,7.78266
C01693,A_L23,DIGITAL_CMOS,CMOS_A,1.932719,1.998665,0.02966,0.029247,88.414819,90.170219,8.761724,8.827002,7.781142,7.845162,7.258814,7.349334,2.093947,0.031333,95.314561,8.883892,8.065983,7.409697
C01694,A_L23,DIGITAL_CMOS,CMOS_A,1.53598,1.544572,0.019392,0.019728,93.05406,94.942209,8.216277,8.228655,7.809142,7.813471,6.94802,6.949859,1.608616,0.020231,96.718751,8.245781,7.832104,6.970488
C01695,A_L23,DIGITAL_CMOS,CMOS_A,1.499132,1.502277,0.025295,0.025302,91.342324,91.065571,9.565559,9.598738,7.8843,7.891327,7.958977,7.89396,1.502842,0.025377,90.896998,9.586928,7.978845,7.921734
C01696,A_L23,DIGITAL_CMOS,CMOS_A,1.378955,1.39798,0.016471,0.016362,88.340711,88.734443,8.865143,8.935946,7.898162,7.936374,8.045261,8.14543,1.400571,0.016447,89.387668,8.945286,7.930753,8.067585
C01697,A_L23,DIGITAL_CMOS,CMOS_A,1.202796,1.231798,0.027949,0.028369,89.08045,90.551565,8.854274,8.904707,8.593574,8.63228,8.042759,8.045776,1.265416,0.029376,93.931812,8.933105,8.807605,8.134866
C01698,A_L23,DIGITAL_CMOS,CMOS_A,1.026085,1.012728,0.020676,0.021149,85.768621,85.697289,8.970579,9.087084,7.884582,7.872995,7.355596,7.350781,1.010839,0.0211,86.363796,9.181667,8.077951,7.499632
C01699,A_L23,DIGITAL_CMOS,CMOS_A,1.808657,1.810345,0.022184,0.022303,82.617539,84.540866,9.006818,9.089536,8.213027,8.313245,7.678906,7.735202,1.833168,0.022848,86.266825,9.219486,8.348707,7.848556
C01700,A_L23,DIGITAL_CMOS,CMOS_A,1.155423,1.152907,0.016328,0.016666,88.909287,89.052119,8.906993,8.873195,8.206048,8.282214,7.067997,7.069978,1.188894,0.017216,94.074217,8.814046,8.245634,7.079298
