component_id,lot_id,device_variant,disposition_A,risk_A,driving_parameter,n_params_flagged,confidence,reason_code,reason_text
C0590,L012,CMOS_B,PASS,0.13874742440389673,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0591,L012,CMOS_B,PASS,0.22924885350821897,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0592,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,10,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.
C0593,L012,CMOS_B,PASS,0.28991185859622914,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0594,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,12,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.
C0595,L012,CMOS_B,PASS,0.16391235050235997,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0596,L012,CMOS_B,PASS,0.14726548507518447,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0597,L012,CMOS_B,PASS,0.20053587456664496,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0598,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,10,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.
C0599,L012,CMOS_B,PASS,0.16860799251973108,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0600,L012,CMOS_B,PASS,0.16279062691126883,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0601,L012,CMOS_B,PASS,0.19540680225089255,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0602,L012,CMOS_B,PASS,0.19525434550838475,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0603,L012,CMOS_B,PASS,0.14586671986422134,Input_Leakage_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0604,L012,CMOS_B,PASS,0.22493411798461044,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0605,L012,CMOS_B,PASS,0.23343159147055728,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0606,L012,CMOS_B,PASS,0.16040443271947052,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0607,L012,CMOS_B,REJECT,1.0,IDDQ_168h,10,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.
C0608,L012,CMOS_B,PASS,0.14085468596621675,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0609,L012,CMOS_B,PASS,0.16607124542318846,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0610,L012,CMOS_B,PASS,0.24767942378931923,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0611,L012,CMOS_B,PASS,0.2508719966804214,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0612,L012,CMOS_B,PASS,0.1570137324665129,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0613,L012,CMOS_B,PASS,0.1908369726070834,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0614,L012,CMOS_B,PASS,0.22916433032819303,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0615,L012,CMOS_B,PASS,0.22912047977667446,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0616,L012,CMOS_B,PASS,0.17819494639903563,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0617,L012,CMOS_B,PASS,0.162074195424128,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0618,L012,CMOS_B,PASS,0.17091698968071042,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0619,L012,CMOS_B,PASS,0.27133481780354496,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0620,L012,CMOS_B,PASS,0.20041398397221455,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0621,L012,CMOS_B,PASS,0.2406629830327757,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0622,L012,CMOS_B,PASS,0.20483458856215275,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0623,L012,CMOS_B,PASS,0.16263847817255161,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0624,L012,CMOS_B,PASS,0.17512802516786832,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0625,L012,CMOS_B,PASS,0.1827379726802511,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0626,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,13,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.
C0627,L012,CMOS_B,PASS,0.1208673917357812,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0843,L017,CMOS_C,PASS,0.16253579469886761,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0844,L017,CMOS_C,PASS,0.20620428643822603,Input_Leakage_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0845,L017,CMOS_C,MONITOR,0.30217581620304834,Input_Leakage_168h,1,MEDIUM,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.
C0846,L017,CMOS_C,PASS,0.20641128421614613,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0847,L017,CMOS_C,PASS,0.18593924605115802,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0848,L017,CMOS_C,PASS,0.24213118269780604,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0849,L017,CMOS_C,PASS,0.20241120306440327,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0850,L017,CMOS_C,PASS,0.16218586940758545,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0851,L017,CMOS_C,PASS,0.2588600166300675,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0852,L017,CMOS_C,PASS,0.29260347022840844,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0853,L017,CMOS_C,PASS,0.2557932949329474,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0854,L017,CMOS_C,PASS,0.2632388435946459,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0855,L017,CMOS_C,PASS,0.19543120208513226,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0856,L017,CMOS_C,PASS,0.1780837202995667,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0857,L017,CMOS_C,PASS,0.2352176966107946,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0858,L017,CMOS_C,PASS,0.24445009571009807,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0859,L017,CMOS_C,PASS,0.18923181836005307,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0860,L017,CMOS_C,PASS,0.17292162430231497,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0861,L017,CMOS_C,PASS,0.15146509099704436,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0862,L017,CMOS_C,PASS,0.24989889754990582,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0863,L017,CMOS_C,PASS,0.28418433108896796,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0864,L017,CMOS_C,PASS,0.18219766295355466,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0865,L017,CMOS_C,PASS,0.1825494509611055,Input_Leakage_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0866,L017,CMOS_C,MONITOR,0.315265905620813,IDDQ_0h,1,MEDIUM,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.
C0867,L017,CMOS_C,REJECT,0.36856605115210817,Output_Fall_Time_0h,4,HIGH,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.
C0868,L017,CMOS_C,PASS,0.1887722185405655,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0869,L017,CMOS_C,PASS,0.14411129737221398,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0870,L017,CMOS_C,PASS,0.2577994718282178,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0871,L017,CMOS_C,PASS,0.23511625400424827,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0872,L017,CMOS_C,PASS,0.12607092383505494,IDDQ_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0873,L017,CMOS_C,PASS,0.1687291825102491,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0874,L017,CMOS_C,PASS,0.22062472798136273,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0875,L017,CMOS_C,PASS,0.14972489768850153,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0876,L017,CMOS_C,PASS,0.12203629386835169,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0877,L017,CMOS_C,PASS,0.2729502822068581,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0878,L017,CMOS_C,PASS,0.2504314516342274,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0879,L017,CMOS_C,MONITOR,0.3460629097980625,Output_Fall_Time_0h,1,MEDIUM,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.
C0880,L017,CMOS_C,REJECT,1.0,Output_Rise_Time_168h,8,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.
C0881,L017,CMOS_C,PASS,0.16488417628979596,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0882,L017,CMOS_C,PASS,0.17309830583675395,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0883,L017,CMOS_C,PASS,0.15428376115909787,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0884,L017,CMOS_C,PASS,0.16751502175974445,Input_Leakage_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0885,L017,CMOS_C,PASS,0.2174651241760753,Propagation_Delay_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0886,L017,CMOS_C,PASS,0.22840742156742805,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0887,L018,CMOS_C,PASS,0.1060134166706094,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0888,L018,CMOS_C,PASS,0.16249368965596284,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0889,L018,CMOS_C,PASS,0.15358853095039537,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0890,L018,CMOS_C,MONITOR,0.30831070367959085,Output_Rise_Time_0h,1,MEDIUM,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.
C0891,L018,CMOS_C,PASS,0.1811154317620653,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0892,L018,CMOS_C,PASS,0.24710092404437747,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0893,L018,CMOS_C,PASS,0.20741042925459857,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0894,L018,CMOS_C,PASS,0.17654062487169936,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0895,L018,CMOS_C,PASS,0.150140880923037,Output_Rise_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0896,L018,CMOS_C,PASS,0.2527444132865858,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0897,L018,CMOS_C,PASS,0.26633274018763314,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0898,L018,CMOS_C,PASS,0.20664832833819383,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0899,L018,CMOS_C,PASS,0.1806462207989515,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0900,L018,CMOS_C,PASS,0.20777994432385388,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0901,L018,CMOS_C,PASS,0.21251346537711785,Output_Fall_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0902,L018,CMOS_C,PASS,0.1958955771001585,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0903,L018,CMOS_C,PASS,0.2918052278637245,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0904,L018,CMOS_C,PASS,0.239194662985797,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0905,L018,CMOS_C,PASS,0.2107031135613684,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0906,L018,CMOS_C,PASS,0.2766780645829825,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0907,L018,CMOS_C,PASS,0.26795856085177794,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0908,L018,CMOS_C,REJECT,1.0,Output_Fall_Time_168h,12,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.
C0909,L018,CMOS_C,REJECT,0.4594159786346242,IDDQ_96h,3,HIGH,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.
C0910,L018,CMOS_C,PASS,0.27616975270627564,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0911,L018,CMOS_C,PASS,0.19593095843728464,Output_Rise_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0912,L018,CMOS_C,MONITOR,0.33783189344218983,Output_Fall_Time_168h,1,MEDIUM,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.
C0913,L018,CMOS_C,PASS,0.21407750192083475,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0914,L018,CMOS_C,PASS,0.22756538254828323,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0915,L018,CMOS_C,PASS,0.10686201259023628,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0916,L018,CMOS_C,PASS,0.28220907999094014,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0917,L018,CMOS_C,PASS,0.12972201265494387,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0918,L018,CMOS_C,PASS,0.17061568110514574,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0919,L018,CMOS_C,PASS,0.25309052111108715,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0920,L018,CMOS_C,PASS,0.14881807713437423,Propagation_Delay_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0921,L018,CMOS_C,PASS,0.25532236549065535,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0922,L018,CMOS_C,REJECT,1.0,IDDQ_96h,14,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.
C0923,L018,CMOS_C,PASS,0.29605987780988674,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0924,L018,CMOS_C,PASS,0.20046454732502306,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0925,L018,CMOS_C,PASS,0.2349045460127907,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0926,L018,CMOS_C,PASS,0.19111637248394348,Propagation_Delay_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0927,L018,CMOS_C,PASS,0.22669489547324956,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0928,L018,CMOS_C,PASS,0.28035355046070626,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0929,L018,CMOS_C,PASS,0.2447791007184356,Output_Rise_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0930,L018,CMOS_C,PASS,0.13667861832577863,IDDQ_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0931,L018,CMOS_C,PASS,0.15912463362888318,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0932,L018,CMOS_C,PASS,0.26412007615391564,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
C0933,L018,CMOS_C,PASS,0.16041625536798515,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.
