component_id,lot_id_A,device_variant_A,disposition_A,risk_A,driving_parameter_A,n_params_flagged_A,confidence_A,reason_code_A,reason_text_A,disposition_B,risk_B,driving_parameter_B,driving_headroom_frac,n_params_flagged_B,confidence_B,extrapolation_flag,reason_code_B,reason_text_B,final_decision
C0302,L006,CMOS_A,PASS,0.1816412659253842,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0011,Output_Rise_Time_ns,0.9989,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0303,L006,CMOS_A,PASS,0.1954641231990142,Supply_Current_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.005,Output_Fall_Time_ns,0.995,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0304,L006,CMOS_A,REJECT,0.3068919581710526,Supply_Current_168h,2,HIGH,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.2476,Output_Rise_Time_ns,0.966,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",REJECT
C0305,L006,CMOS_A,PASS,0.2131084361418299,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.1339,Output_Rise_Time_ns,0.9743,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0306,L006,CMOS_A,PASS,0.0971267661213019,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0868,Output_Rise_Time_ns,0.9527,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0307,L006,CMOS_A,PASS,0.1432197911356147,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1017,Supply_Current_ICC_uA,0.8983,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0308,L006,CMOS_A,PASS,0.1024886041827457,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0873,Supply_Current_ICC_uA,0.9127,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0309,L006,CMOS_A,PASS,0.2073607769433311,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0589,Output_Rise_Time_ns,0.9548,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0310,L006,CMOS_A,REJECT,1.0,IDDQ_0h,13,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,REJECT,1.0,Supply_Current_ICC_uA,-0.1901,3,LOW,True,B_LIMIT_CROSS_PREDICTED,Predicted 168 h Supply_Current_ICC_uA of 768.561 uA exceeds the 700.0 uA limit for CMOS_A.,REJECT
C0311,L006,CMOS_A,PASS,0.1926273257198227,IDDQ_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0225,Output_Rise_Time_ns,0.9837,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0312,L006,CMOS_A,PASS,0.1554877315435874,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1523,Supply_Current_ICC_uA,0.8477,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0313,L006,CMOS_A,PASS,0.1492733254564988,Propagation_Delay_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0508,Output_Rise_Time_ns,0.9503,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0314,L006,CMOS_A,REJECT,0.3477483164677751,Output_Rise_Time_0h,3,HIGH,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.1135,Output_Rise_Time_ns,0.8865,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",REJECT
C0315,L006,CMOS_A,PASS,0.1924461037448532,Output_Fall_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0351,Output_Rise_Time_ns,0.9819,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0316,L006,CMOS_A,PASS,0.2905061178756782,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0056,Input_Leakage_Current_uA,0.9944,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0317,L006,CMOS_A,REJECT,0.3560802115225242,Output_Rise_Time_168h,4,HIGH,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.1296,Output_Rise_Time_ns,0.8704,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",REJECT
C0318,L006,CMOS_A,PASS,0.1856776057463713,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0046,Input_Leakage_Current_uA,0.9954,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0319,L006,CMOS_A,PASS,0.1742332690911235,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0332,Propagation_Delay_ns,0.9668,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0320,L006,CMOS_A,PASS,0.1769418641068722,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0807,Output_Rise_Time_ns,0.9745,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0321,L006,CMOS_A,PASS,0.201909665318601,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0369,Output_Rise_Time_ns,0.9631,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0322,L006,CMOS_A,REJECT,1.0,IDDQ_168h,6,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,MONITOR,0.0479,Output_Rise_Time_ns,0.956,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",REJECT
C0323,L006,CMOS_A,PASS,0.2458533417659278,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0723,Output_Rise_Time_ns,0.9277,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0324,L006,CMOS_A,PASS,0.28976857694509,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0658,Supply_Current_ICC_uA,0.9342,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0325,L006,CMOS_A,REJECT,1.0,Supply_Current_168h,9,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.121,IDDQ_uA,0.879,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0326,L006,CMOS_A,PASS,0.1303048724394719,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0168,Input_Leakage_Current_uA,0.9832,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0327,L006,CMOS_A,PASS,0.1809223311302194,Propagation_Delay_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0165,Supply_Current_ICC_uA,0.9835,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0328,L006,CMOS_A,PASS,0.2709275183558314,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0327,Output_Rise_Time_ns,0.9776,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0329,L006,CMOS_A,PASS,0.216362620247687,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.1156,Output_Rise_Time_ns,0.9688,1,LOW,True,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",MONITOR
C0330,L006,CMOS_A,PASS,0.1454239931833234,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0283,Output_Fall_Time_ns,0.9717,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0331,L006,CMOS_A,PASS,0.16847755176048,IDDQ_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0077,Propagation_Delay_ns,0.9923,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0332,L006,CMOS_A,PASS,0.1576174835874197,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0363,Output_Fall_Time_ns,0.9637,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0333,L006,CMOS_A,PASS,0.1694556883370981,Output_Fall_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0416,Output_Fall_Time_ns,0.9584,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0538,L011,CMOS_B,PASS,0.2681544710336527,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0,Input_Leakage_Current_uA,1.0025,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0539,L011,CMOS_B,PASS,0.2264781761348086,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1247,Output_Rise_Time_ns,0.8753,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0540,L011,CMOS_B,PASS,0.1703492020521093,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0602,Propagation_Delay_ns,0.9398,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0541,L011,CMOS_B,PASS,0.1307103001172523,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0413,Propagation_Delay_ns,0.9587,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0542,L011,CMOS_B,PASS,0.2362983077199029,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1092,Propagation_Delay_ns,0.8908,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0543,L011,CMOS_B,PASS,0.1975370718720681,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1291,Propagation_Delay_ns,0.8709,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0544,L011,CMOS_B,REJECT,1.0,Output_Rise_Time_168h,9,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.1496,Propagation_Delay_ns,0.8504,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0545,L011,CMOS_B,PASS,0.1859698164307673,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1107,Supply_Current_ICC_uA,0.8893,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0546,L011,CMOS_B,PASS,0.1238020931904374,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0778,Propagation_Delay_ns,0.9222,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0547,L011,CMOS_B,REJECT,1.0,IDDQ_168h,12,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0793,Propagation_Delay_ns,0.9207,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0548,L011,CMOS_B,REJECT,1.0,Output_Fall_Time_24h,15,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,MONITOR,0.9814,Output_Fall_Time_ns,0.0186,2,NOMINAL,False,B_MARGIN_LOW,Predicted 168 h Output_Fall_Time_ns leaves only 1.9% of the headroom between the lot baseline and the 8.0 ns limit.,REJECT
C0549,L011,CMOS_B,PASS,0.1508211432994084,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0614,Output_Rise_Time_ns,0.9386,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0550,L011,CMOS_B,PASS,0.1731116215448461,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0604,Supply_Current_ICC_uA,0.9396,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0551,L011,CMOS_B,PASS,0.1715010928671547,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0486,Output_Fall_Time_ns,0.9514,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0552,L011,CMOS_B,REJECT,1.0,IDDQ_168h,10,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0833,IDDQ_uA,0.9167,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0553,L011,CMOS_B,PASS,0.2222829153151936,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1911,Supply_Current_ICC_uA,0.8089,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0554,L011,CMOS_B,PASS,0.199367502952405,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0919,Propagation_Delay_ns,0.9081,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0555,L011,CMOS_B,PASS,0.2071048188562193,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0882,Output_Rise_Time_ns,0.9118,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0556,L011,CMOS_B,PASS,0.2217329433798297,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0099,Input_Leakage_Current_uA,0.9901,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0557,L011,CMOS_B,REJECT,1.0,Input_Leakage_168h,9,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0998,Supply_Current_ICC_uA,0.9002,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0558,L011,CMOS_B,PASS,0.2375148126080812,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1996,Supply_Current_ICC_uA,0.8004,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0559,L011,CMOS_B,MONITOR,0.3070889669425862,Output_Fall_Time_24h,1,MEDIUM,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.,PASS,0.0264,Supply_Current_ICC_uA,0.9736,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,MONITOR
C0560,L011,CMOS_B,PASS,0.2450277223857671,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.05,Output_Rise_Time_ns,0.95,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0561,L011,CMOS_B,PASS,0.1726546734479804,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1082,Propagation_Delay_ns,0.8918,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0562,L011,CMOS_B,PASS,0.2238112127087315,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.146,Propagation_Delay_ns,0.854,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0563,L011,CMOS_B,PASS,0.2030527173853786,Propagation_Delay_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1176,Supply_Current_ICC_uA,0.8824,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0564,L011,CMOS_B,PASS,0.1226726341506062,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1058,Supply_Current_ICC_uA,0.8942,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0565,L011,CMOS_B,PASS,0.122006860929213,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0364,Propagation_Delay_ns,0.9636,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0566,L011,CMOS_B,PASS,0.2009125421089097,Output_Fall_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.134,Propagation_Delay_ns,0.866,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0567,L011,CMOS_B,MONITOR,0.3046837568670139,Input_Leakage_0h,1,MEDIUM,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.0849,Propagation_Delay_ns,0.9151,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,MONITOR
C0568,L011,CMOS_B,PASS,0.1551597273700046,Propagation_Delay_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0756,Supply_Current_ICC_uA,0.9244,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0569,L011,CMOS_B,PASS,0.1480073766876549,Output_Fall_Time_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0897,Supply_Current_ICC_uA,0.9103,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0570,L011,CMOS_B,PASS,0.2308717075560711,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0845,Supply_Current_ICC_uA,0.9155,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0571,L011,CMOS_B,PASS,0.2210142806578716,Supply_Current_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0197,Propagation_Delay_ns,0.9803,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0572,L011,CMOS_B,PASS,0.2490148598802093,Output_Fall_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1302,Propagation_Delay_ns,0.8698,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0573,L011,CMOS_B,PASS,0.1994776970704641,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1846,Supply_Current_ICC_uA,0.8154,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0574,L011,CMOS_B,PASS,0.1530330724622096,IDDQ_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1196,Supply_Current_ICC_uA,0.8804,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0575,L011,CMOS_B,PASS,0.2479532723845854,Output_Fall_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0653,Supply_Current_ICC_uA,0.9347,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0576,L011,CMOS_B,PASS,0.2742590726965653,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2036,Propagation_Delay_ns,0.7964,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0577,L011,CMOS_B,REJECT,1.0,Input_Leakage_168h,7,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0136,Output_Rise_Time_ns,0.9864,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0578,L011,CMOS_B,PASS,0.2012737677483209,Input_Leakage_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0152,Output_Fall_Time_ns,0.9848,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0579,L011,CMOS_B,PASS,0.1689278713739064,Propagation_Delay_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1511,Propagation_Delay_ns,0.8489,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0580,L011,CMOS_B,PASS,0.2148750118383287,Output_Fall_Time_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0176,IDDQ_uA,0.9824,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0581,L011,CMOS_B,REJECT,0.3436512250117448,Output_Fall_Time_24h,3,HIGH,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.2263,Propagation_Delay_ns,0.7737,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0582,L011,CMOS_B,PASS,0.216611575964686,IDDQ_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0806,Supply_Current_ICC_uA,0.9194,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0583,L011,CMOS_B,PASS,0.1938401787899067,Output_Rise_Time_168h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0507,Supply_Current_ICC_uA,0.9493,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0584,L012,CMOS_B,PASS,0.174964543757829,Supply_Current_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1381,Supply_Current_ICC_uA,0.8619,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0585,L012,CMOS_B,PASS,0.1966158746312606,IDDQ_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1175,Propagation_Delay_ns,0.8825,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0586,L012,CMOS_B,PASS,0.135598095136285,Supply_Current_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0637,Output_Rise_Time_ns,0.9363,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0587,L012,CMOS_B,PASS,0.2243840981561406,Input_Leakage_96h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.122,Output_Rise_Time_ns,0.878,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0588,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,12,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.197,Propagation_Delay_ns,0.803,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0589,L012,CMOS_B,PASS,0.2913145307780211,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2033,Propagation_Delay_ns,0.7967,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0590,L012,CMOS_B,PASS,0.1387474244038967,Output_Rise_Time_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1072,Output_Rise_Time_ns,0.8928,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0591,L012,CMOS_B,PASS,0.2292488535082189,Input_Leakage_24h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1463,Propagation_Delay_ns,0.8537,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
C0592,L012,CMOS_B,REJECT,1.0,Output_Fall_Time_168h,10,HIGH,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.087,Propagation_Delay_ns,0.913,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,REJECT
C0593,L012,CMOS_B,PASS,0.2899118585962291,Propagation_Delay_0h,0,LOW,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.2208,Propagation_Delay_ns,0.7792,0,NOMINAL,False,B_OK,All six parameters are predicted to stay within limits with margin.,PASS
