component_id,lot_id,device_variant,final_decision,module_A_decision,module_A_risk,module_A_reason_code,module_A_reason,module_B_decision,module_B_risk,module_B_reason_code,module_B_reason,driving_parameter,unit,value_0h,value_24h,predicted_168h,prediction_lower,prediction_upper,spec_limit,limit_direction,headroom_abs,headroom_frac,confidence_A,confidence_B,extrapolation_flag,explanation
C0280,L006,CMOS_A,REJECT,REJECT,0.437866233628899,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.1622,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,376.702,387.804,397.90877,,,700.0,UPPER,302.09123,0.8378,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0281,L006,CMOS_A,PASS,PASS,0.1777472942992976,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0108,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,7.56678,7.66295,7.83923,,,22.0,UPPER,14.16077,0.9892,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0282,L006,CMOS_A,MONITOR,PASS,0.1716422052426378,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0513,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.40058,8.36027,8.58128,,,22.0,UPPER,13.41872,0.9879,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0283,L006,CMOS_A,PASS,PASS,0.1484679174981491,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0214,B_OK,All six parameters are predicted to stay within limits with margin.,Input_Leakage_Current_uA,uA,0.0962,0.09986,0.10504,,,1.0,UPPER,0.89496,0.9786,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0284,L006,CMOS_A,MONITOR,PASS,0.1451350797912219,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0369,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.43452,8.61064,8.83827,,,22.0,UPPER,13.16173,0.969,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0285,L006,CMOS_A,PASS,PASS,0.208211340074073,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0142,B_OK,All six parameters are predicted to stay within limits with margin.,Input_Leakage_Current_uA,uA,0.09224,0.09354,0.09839,,,1.0,UPPER,0.90161,0.9858,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0286,L006,CMOS_A,PASS,PASS,0.2225880656840269,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0499,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,8.19067,8.18205,8.39865,,,22.0,UPPER,13.60135,0.9501,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0287,L006,CMOS_A,MONITOR,PASS,0.1748297000481897,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.135,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.72677,8.72563,8.9563,,,22.0,UPPER,13.0437,0.9603,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0288,L006,CMOS_A,PASS,PASS,0.2193688329594821,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0556,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,356.071,345.366,359.46475,,,700.0,UPPER,340.53525,0.9444,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0289,L006,CMOS_A,MONITOR,PASS,0.1198272072743895,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0395,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.6779,8.72287,8.95347,,,22.0,UPPER,13.04653,0.9605,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0290,L006,CMOS_A,PASS,PASS,0.1928321248315584,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0369,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,9.23991,9.26911,9.40432,,,27.0,UPPER,17.59568,0.9631,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0291,L006,CMOS_A,MONITOR,PASS,0.1898705086530637,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0344,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.70378,8.65544,8.88425,,,22.0,UPPER,13.11575,0.9656,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0292,L006,CMOS_A,MONITOR,MONITOR,0.3089584956398044,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,PASS,0.0821,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,351.662,359.153,368.9957,,,700.0,UPPER,331.0043,0.9179,MEDIUM,NOMINAL,False,Final decision is MONITOR because at least one module identified a condition requiring attention. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: All six parameters are predicted to stay within limits with margin.
C0293,L006,CMOS_A,MONITOR,PASS,0.1737632015411966,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0495,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.45762,8.565,8.79142,,,22.0,UPPER,13.20858,0.9725,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0294,L006,CMOS_A,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.0455,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,8.58886,10.05476,9.56163,,,27.0,UPPER,17.43837,0.9545,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0295,L006,CMOS_A,MONITOR,MONITOR,0.3121030140544423,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.0898,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,9.12534,9.05579,9.29519,,,22.0,UPPER,12.70481,0.9354,MEDIUM,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0296,L006,CMOS_A,PASS,PASS,0.2581105167477766,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0715,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,353.328,353.654,365.16979,,,700.0,UPPER,334.83021,0.9285,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0297,L006,CMOS_A,REJECT,REJECT,0.3597001843582279,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.1268,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,9.90458,9.81826,10.07781,,,22.0,UPPER,11.92219,0.8778,HIGH,LOW,True,"Final decision is REJECT because at least one module identified a reject condition. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope."
C0298,L006,CMOS_A,MONITOR,PASS,0.2209574149565857,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.1603,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.48472,8.46411,8.68787,,,22.0,UPPER,13.31213,0.9801,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0299,L006,CMOS_A,MONITOR,MONITOR,0.3443583147275973,A_TEMPORAL_EXTREME,Temporal change is strongly unusual relative to the component's lot peers.,MONITOR,0.0508,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.64898,8.68342,8.91297,,,22.0,UPPER,13.08703,0.9635,MEDIUM,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0300,L006,CMOS_A,PASS,PASS,0.2945253670718777,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0886,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,361.522,358.814,371.35711,,,700.0,UPPER,328.64289,0.9114,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0301,L006,CMOS_A,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,MONITOR,0.6608,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Propagation_Delay_ns is within limits, but the 0 h input lies outside the training envelope.",Propagation_Delay_ns,ns,20.8346,21.19027,20.80327,,,27.0,UPPER,6.19673,0.3392,HIGH,LOW,True,"Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: Predicted 168 h Propagation_Delay_ns is within limits, but the 0 h input lies outside the training envelope."
C0302,L006,CMOS_A,PASS,PASS,0.1816412659253842,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0011,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,8.14691,8.21522,8.4324,,,22.0,UPPER,13.5676,0.9989,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0303,L006,CMOS_A,PASS,PASS,0.1954641231990142,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.005,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,7.6431,7.49708,7.75618,,,22.0,UPPER,14.24382,0.995,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0304,L006,CMOS_A,REJECT,REJECT,0.3068919581710526,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.2476,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.8943,8.65036,8.87904,,,22.0,UPPER,13.12096,0.966,HIGH,LOW,True,"Final decision is REJECT because at least one module identified a reject condition. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope."
C0305,L006,CMOS_A,MONITOR,PASS,0.2131084361418299,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.1339,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.54622,8.54086,8.76664,,,22.0,UPPER,13.23336,0.9743,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0306,L006,CMOS_A,MONITOR,PASS,0.0971267661213019,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0868,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.81908,8.82718,9.06053,,,22.0,UPPER,12.93947,0.9527,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0307,L006,CMOS_A,PASS,PASS,0.1432197911356147,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1017,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,360.116,365.378,376.07977,,,700.0,UPPER,323.92023,0.8983,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0308,L006,CMOS_A,PASS,PASS,0.1024886041827457,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0873,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,363.638,357.493,370.89436,,,700.0,UPPER,329.10564,0.9127,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0309,L006,CMOS_A,MONITOR,PASS,0.2073607769433311,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0589,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.59725,8.79871,9.03131,,,22.0,UPPER,12.96869,0.9548,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0310,L006,CMOS_A,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,REJECT,1.0,B_LIMIT_CROSS_PREDICTED,Predicted 168 h Supply_Current_ICC_uA of 768.561 uA exceeds the 700.0 uA limit for CMOS_A.,Supply_Current_ICC_uA,uA,743.097,739.583,768.56067,,,700.0,UPPER,-68.56067,-0.1901,HIGH,LOW,True,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: Predicted 168 h Supply_Current_ICC_uA of 768.561 uA exceeds the 700.0 uA limit for CMOS_A.
C0311,L006,CMOS_A,MONITOR,PASS,0.1926273257198227,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0225,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.67728,8.4161,8.63859,,,22.0,UPPER,13.36141,0.9837,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0312,L006,CMOS_A,PASS,PASS,0.1554877315435874,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1523,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,380.832,381.756,394.31034,,,700.0,UPPER,305.68966,0.8477,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0313,L006,CMOS_A,MONITOR,PASS,0.1492733254564988,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0508,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.73987,8.85874,9.09293,,,22.0,UPPER,12.90707,0.9503,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0314,L006,CMOS_A,REJECT,REJECT,0.3477483164677751,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.1135,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,9.85517,9.70316,9.95967,,,22.0,UPPER,12.04033,0.8865,HIGH,LOW,True,"Final decision is REJECT because at least one module identified a reject condition. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope."
C0315,L006,CMOS_A,MONITOR,PASS,0.1924461037448532,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0351,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.44527,8.44077,8.66391,,,22.0,UPPER,13.33609,0.9819,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0316,L006,CMOS_A,PASS,PASS,0.2905061178756782,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0056,B_OK,All six parameters are predicted to stay within limits with margin.,Input_Leakage_Current_uA,uA,0.08399,0.08604,0.09051,,,1.0,UPPER,0.90949,0.9944,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0317,L006,CMOS_A,REJECT,REJECT,0.3560802115225242,A_CROSS_SECTIONAL_EXTREME,Measurement is strongly unusual relative to the component's lot peers.,MONITOR,0.1296,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,9.73196,9.91573,10.17786,,,22.0,UPPER,11.82214,0.8704,HIGH,LOW,True,"Final decision is REJECT because at least one module identified a reject condition. Module A: Measurement is strongly unusual relative to the component's lot peers. Module B: Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope."
C0318,L006,CMOS_A,PASS,PASS,0.1856776057463713,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0046,B_OK,All six parameters are predicted to stay within limits with margin.,Input_Leakage_Current_uA,uA,0.08438,0.08525,0.08967,,,1.0,UPPER,0.91033,0.9954,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0319,L006,CMOS_A,PASS,PASS,0.1742332690911235,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0332,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,9.12847,9.22969,9.3359,,,27.0,UPPER,17.6641,0.9668,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0320,L006,CMOS_A,MONITOR,PASS,0.1769418641068722,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0807,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.66398,8.5378,8.7635,,,22.0,UPPER,13.2365,0.9745,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0321,L006,CMOS_A,MONITOR,PASS,0.201909665318601,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0369,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.81604,8.68842,8.9181,,,22.0,UPPER,13.0819,0.9631,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0322,L006,CMOS_A,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,MONITOR,0.0479,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.44173,8.7834,9.0156,,,22.0,UPPER,12.9844,0.956,HIGH,LOW,True,"Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope."
C0323,L006,CMOS_A,MONITOR,PASS,0.2458533417659278,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0723,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.92705,9.15753,9.39962,,,22.0,UPPER,12.60038,0.9277,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0324,L006,CMOS_A,PASS,PASS,0.28976857694509,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0658,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,350.202,352.101,363.13183,,,700.0,UPPER,336.86817,0.9342,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0325,L006,CMOS_A,REJECT,REJECT,1.0,A_CROSS_TEMP_EXTREME,Strong lot-relative evidence in both measurement level and temporal change.,PASS,0.121,B_OK,All six parameters are predicted to stay within limits with margin.,IDDQ_uA,uA,1.91967,2.21116,6.71266,,,40.0,UPPER,33.28734,0.879,HIGH,NOMINAL,False,Final decision is REJECT because at least one module identified a reject condition. Module A: Strong lot-relative evidence in both measurement level and temporal change. Module B: All six parameters are predicted to stay within limits with margin.
C0326,L006,CMOS_A,PASS,PASS,0.1303048724394719,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0168,B_OK,All six parameters are predicted to stay within limits with margin.,Input_Leakage_Current_uA,uA,0.09055,0.09581,0.10078,,,1.0,UPPER,0.89922,0.9832,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0327,L006,CMOS_A,PASS,PASS,0.1809223311302194,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0165,B_OK,All six parameters are predicted to stay within limits with margin.,Supply_Current_ICC_uA,uA,330.51,335.976,345.36898,,,700.0,UPPER,354.63102,0.9835,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0328,L006,CMOS_A,MONITOR,PASS,0.2709275183558314,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.0327,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.64351,8.49723,8.72186,,,22.0,UPPER,13.27814,0.9776,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0329,L006,CMOS_A,MONITOR,PASS,0.216362620247687,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,MONITOR,0.1156,B_UNCERTAIN_EXTRAPOLATION,"Predicted 168 h Output_Rise_Time_ns is within limits, but the 0 h input lies outside the training envelope.",Output_Rise_Time_ns,ns,8.5214,8.61334,8.84104,,,22.0,UPPER,13.15896,0.9688,LOW,LOW,True,Final decision is MONITOR because the Module B prediction involves extrapolation or uncertainty. The prediction should therefore be reviewed rather than treated as a confident PASS.
C0330,L006,CMOS_A,PASS,PASS,0.1454239931833234,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0283,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,7.83257,7.90211,8.08943,,,22.0,UPPER,13.91057,0.9717,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0331,L006,CMOS_A,PASS,PASS,0.16847755176048,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0077,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,8.57024,8.80747,8.87021,,,27.0,UPPER,18.12979,0.9923,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0332,L006,CMOS_A,PASS,PASS,0.1576174835874197,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0363,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,7.80671,8.09014,8.2046,,,22.0,UPPER,13.7954,0.9637,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0333,L006,CMOS_A,PASS,PASS,0.1694556883370981,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0416,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Fall_Time_ns,ns,8.02666,8.08883,8.28012,,,22.0,UPPER,13.71988,0.9584,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0538,L011,CMOS_B,PASS,PASS,0.2681544710336527,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0,B_OK,All six parameters are predicted to stay within limits with margin.,Input_Leakage_Current_uA,uA,0.04893,0.04968,0.05219,,,1.0,UPPER,0.94781,1.0025,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0539,L011,CMOS_B,PASS,PASS,0.2264781761348086,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.1247,B_OK,All six parameters are predicted to stay within limits with margin.,Output_Rise_Time_ns,ns,4.00062,4.14418,4.2457,,,8.0,UPPER,3.7543,0.8753,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
C0540,L011,CMOS_B,PASS,PASS,0.1703492020521093,A_NO_STRONG_EVIDENCE,No strong lot-relative anomaly evidence detected.,PASS,0.0602,B_OK,All six parameters are predicted to stay within limits with margin.,Propagation_Delay_ns,ns,5.00088,4.95608,5.09204,,,8.5,UPPER,3.40796,0.9398,LOW,NOMINAL,False,Final decision is PASS because neither Module A nor Module B identified a reject or monitor condition.
