component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,IDDQ_96h,IDDQ_168h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Input_Leakage_Current_96h,Input_Leakage_Current_168h,Active_Supply_Current_0h,Active_Supply_Current_24h,Active_Supply_Current_96h,Active_Supply_Current_168h,Propagation_Delay_0h,Propagation_Delay_24h,Propagation_Delay_96h,Propagation_Delay_168h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Rise_Time_96h,Output_Rise_Time_168h,Output_Fall_Time_0h,Output_Fall_Time_24h,Output_Fall_Time_96h,Output_Fall_Time_168h,is_anomalous
C01358,A_L18,DIGITAL_CMOS,CMOS_A,1.950424,1.940887,2.003929,2.019976,0.028998,0.029101,0.029624,0.029713,97.946124,97.245341,98.538098,98.712693,7.990451,8.067884,8.022522,8.029134,7.497175,7.542136,7.551721,7.601652,7.58913,7.497636,7.625728,7.587619,0
C01359,A_L18,DIGITAL_CMOS,CMOS_A,1.465758,1.489232,1.481229,1.521419,0.013803,0.01433,0.014384,0.014826,93.872235,96.279874,97.728154,98.765635,8.827932,8.812569,8.910241,8.871172,7.58726,7.57508,7.596454,7.725544,7.077685,7.078724,7.034497,7.104649,0
C01726,A_L24,DIGITAL_CMOS,CMOS_A,1.680247,1.710932,1.70551,1.700672,0.024112,0.024519,0.024669,0.02475,87.977109,88.282995,89.398699,89.497312,8.579865,8.59864,8.698457,8.799293,7.638889,7.658395,7.762109,7.937071,7.222141,7.231873,7.454887,7.577942,0
C01727,A_L24,DIGITAL_CMOS,CMOS_A,1.350541,1.358371,1.332167,1.367155,0.01982,0.019743,0.019905,0.01973,84.403015,84.730943,84.016444,85.029627,8.699119,8.718671,8.874086,8.991186,8.466469,8.495373,8.627878,8.81456,7.471732,7.501701,7.648466,7.797492,0
C01728,A_L24,DIGITAL_CMOS,CMOS_A,1.523355,1.586395,1.61536,1.621338,0.010042,0.010197,0.010444,0.010604,85.377857,86.776093,87.70021,88.4618,8.933617,8.961819,8.965569,8.953272,8.201132,8.25951,8.307526,8.366006,7.5128,7.59171,7.592761,7.526831,0
C01729,A_L24,DIGITAL_CMOS,CMOS_A,1.460583,1.519473,1.474239,1.49082,0.015974,0.016165,0.01643,0.01667,83.440436,86.357208,88.199413,90.317653,8.906945,8.993296,9.096934,9.297958,8.727479,8.782204,9.032401,9.071722,7.897637,7.88903,8.038977,8.150293,0
C01730,A_L24,DIGITAL_CMOS,CMOS_A,1.43282,1.454856,1.471293,1.53128,0.015555,0.015902,0.016446,0.017445,82.315869,85.067688,88.840418,91.400045,8.661225,8.666933,8.797289,8.833864,8.123505,8.221889,8.313925,8.358984,6.98748,7.038259,7.146316,7.3193,0
C01731,A_L24,DIGITAL_CMOS,CMOS_A,1.778295,1.7777,1.852296,1.892304,0.10441,0.106556,0.106269,0.107558,84.163606,84.180372,86.835732,88.84763,8.616371,8.677779,8.67569,8.61663,7.974304,8.112509,8.087209,8.135337,7.507053,7.581556,7.618745,7.588821,1
C01732,A_L24,DIGITAL_CMOS,CMOS_A,1.524313,1.522891,1.513507,1.494002,0.026399,0.02677,0.026309,0.026547,90.791165,91.427196,92.200227,92.014808,9.036165,9.042217,9.115201,9.179957,8.361331,8.367181,8.444834,8.442323,7.632789,7.685297,7.88581,8.021634,0
C01733,A_L24,DIGITAL_CMOS,CMOS_A,1.521873,1.516987,1.49024,1.516716,0.016115,0.016279,0.0162,0.016423,89.05514,88.412799,89.677312,90.292111,8.424167,8.478095,8.471297,8.494282,7.86366,7.838397,7.86309,7.844487,7.386606,7.405203,7.416501,7.462799,0
C01734,A_L24,DIGITAL_CMOS,CMOS_A,1.851349,1.874479,1.83207,1.878536,0.030506,0.030126,0.030741,0.030921,98.643003,98.381935,99.063284,100.168495,9.002044,9.069814,9.165172,9.203123,7.695533,7.735622,7.867551,7.965183,7.434287,7.563587,7.808726,8.070334,0
C01735,A_L24,DIGITAL_CMOS,CMOS_A,1.30079,1.305834,1.325285,1.335435,0.016551,0.0165,0.016471,0.016648,81.609826,81.542631,82.615305,83.169899,9.082696,9.132349,9.186035,9.182463,8.819331,8.769912,8.759134,8.879801,7.798737,7.848038,7.867175,7.9083,0
C01736,A_L24,DIGITAL_CMOS,CMOS_A,2.139068,2.10752,2.128618,2.139802,0.026137,0.026305,0.026668,0.026565,88.303016,87.76787,89.230707,88.86466,8.726246,8.77118,8.780897,8.735982,7.925679,7.877498,7.92259,7.975543,7.198304,7.221875,7.174308,7.287743,0
C01737,A_L24,DIGITAL_CMOS,CMOS_A,1.436059,1.420876,1.423217,1.439147,0.024532,0.02476,0.024958,0.025038,88.573754,89.850438,89.341427,90.427627,8.900841,9.030385,9.178157,9.177886,7.836952,7.834982,8.007117,8.072424,7.588527,7.593853,7.751815,7.792656,0
C01738,A_L24,DIGITAL_CMOS,CMOS_A,1.699554,1.696045,1.781392,1.736102,0.020819,0.021297,0.021474,0.021793,89.041676,91.075536,94.05252,95.431911,9.156036,9.201724,9.199443,9.330027,8.720672,8.784675,8.842513,8.846041,7.674749,7.749425,7.786333,7.825331,0
C01739,A_L24,DIGITAL_CMOS,CMOS_A,1.161004,1.181996,1.191556,1.195759,0.018185,0.018178,0.018693,0.018787,82.663341,83.892163,85.770473,86.209378,8.371961,8.438483,8.458876,8.513716,8.647828,8.944705,9.751806,10.814359,7.220497,7.166366,7.218036,7.182708,1
C01740,A_L24,DIGITAL_CMOS,CMOS_A,1.582844,1.567075,1.644099,1.709106,0.013556,0.013906,0.014196,0.014541,91.03321,91.667938,94.294716,96.817974,8.441463,8.51364,8.610035,8.798309,7.764806,7.747718,7.909133,7.954397,7.166847,7.323516,7.361961,7.539608,0
C01741,A_L24,DIGITAL_CMOS,CMOS_A,1.233543,1.241726,1.257545,1.272253,0.020357,0.020601,0.020925,0.021262,93.64491,93.538052,94.241217,95.702091,8.089672,8.038522,8.072114,8.093782,7.75621,7.820596,7.745383,7.734637,7.471503,7.453859,7.570342,7.501498,0
C01742,A_L24,DIGITAL_CMOS,CMOS_A,1.638782,1.693236,1.729972,1.7833,0.018583,0.018932,0.019386,0.019951,90.88289,92.667378,94.268023,97.662546,8.375171,8.427964,8.440527,8.406934,8.004758,7.986648,8.040105,8.049645,6.590412,6.626834,6.66278,6.65768,0
C01743,A_L24,DIGITAL_CMOS,CMOS_A,1.643974,1.617124,1.635077,1.619188,0.022468,0.022722,0.022716,0.023219,87.696038,87.264366,87.324962,89.352756,8.511272,8.615106,8.629159,8.636046,8.244819,8.238465,8.261496,8.216861,6.8652,6.841685,6.877065,6.810906,0
C01744,A_L24,DIGITAL_CMOS,CMOS_A,1.317659,1.31894,1.351322,1.377406,0.01767,0.017883,0.018452,0.018877,84.309571,85.268528,87.920596,90.99404,8.572517,8.574682,8.697149,8.690258,8.228823,8.35102,8.47804,8.482306,6.921883,6.990817,7.013859,7.093088,0
C01745,A_L24,DIGITAL_CMOS,CMOS_A,1.761945,1.782285,1.799188,1.812489,0.021459,0.021396,0.021534,0.021614,90.537454,90.135917,90.912239,91.684501,8.209569,8.24991,8.28574,8.362399,7.338526,7.461024,7.568544,7.7147,7.093207,7.154485,7.281473,7.301976,0
C01746,A_L24,DIGITAL_CMOS,CMOS_A,2.757624,2.805073,2.803486,2.79131,0.021749,0.021933,0.02229,0.022098,92.304414,93.165329,94.414025,96.357068,9.028051,9.03676,9.184817,9.321765,8.417131,8.447437,8.614716,8.802053,7.423155,7.457738,7.641566,7.740862,0
C01747,A_L24,DIGITAL_CMOS,CMOS_A,1.433947,1.485121,1.484329,1.501362,0.019556,0.019843,0.02016,0.020509,84.68213,85.488877,87.260346,89.274918,8.739487,8.735594,8.788469,8.882641,8.332751,8.452609,8.606582,8.706702,7.551386,7.683326,7.74878,7.785635,0
C01748,A_L24,DIGITAL_CMOS,CMOS_A,1.683945,1.708167,1.762474,1.773364,0.01699,0.017843,0.018001,0.018217,85.888975,88.571162,89.296134,90.791641,8.437526,8.371602,8.442546,8.46394,7.985423,7.886954,8.011891,8.081482,6.62794,6.619859,6.638017,6.647454,0
C01749,A_L24,DIGITAL_CMOS,CMOS_A,1.505991,1.563094,1.554039,1.543935,0.017918,0.018301,0.018882,0.01905,89.644138,89.91405,91.136943,91.516708,9.126626,9.113377,9.156358,9.14385,8.417014,8.45474,8.46061,8.56156,7.295599,7.343671,7.329675,7.390174,0
C01750,A_L24,DIGITAL_CMOS,CMOS_A,1.71626,1.719114,1.701765,1.696086,0.024951,0.025223,0.025593,0.025849,79.69087,80.927528,81.450465,81.854547,9.594312,9.549272,9.57687,9.702301,8.88602,8.871816,8.906397,8.99393,7.904452,7.895069,7.993613,8.030486,0
C01751,A_L24,DIGITAL_CMOS,CMOS_A,1.487897,1.514322,1.539901,1.538204,0.017034,0.017179,0.017299,0.017669,82.279862,84.337603,86.198021,86.696389,8.503958,8.578596,8.517549,8.633091,8.327079,8.295443,8.559341,8.612814,6.806296,6.941673,7.093575,7.181972,0
C01752,A_L24,DIGITAL_CMOS,CMOS_A,1.806604,1.845586,1.809651,1.873555,0.021896,0.022092,0.022569,0.02248,87.21044,88.712974,91.047579,93.326427,8.940981,8.966479,8.959628,8.969795,8.771668,8.786422,8.765764,8.859602,7.439613,7.536888,7.518998,7.548034,0
C01753,A_L24,DIGITAL_CMOS,CMOS_A,1.564156,1.541288,1.62202,1.674963,0.012271,0.012547,0.012828,0.013207,87.584174,89.225562,92.019611,94.03792,9.032446,9.105025,9.174678,9.232601,8.356317,8.414015,8.473546,8.565078,7.786358,7.746509,7.951808,8.096906,0
C01754,A_L24,DIGITAL_CMOS,CMOS_A,1.828347,1.840065,1.855952,1.836429,0.018123,0.018085,0.018229,0.018449,93.029558,93.281113,92.529964,94.070552,8.795101,8.731295,8.917431,9.050765,8.325011,8.386754,8.389924,8.60829,7.330856,7.335129,7.507942,7.640394,0
C01755,A_L24,DIGITAL_CMOS,CMOS_A,1.651655,1.655694,1.68892,1.697814,0.020464,0.020848,0.021225,0.021378,86.064385,88.825948,91.05499,92.372513,9.594029,9.640169,9.641772,9.755081,8.667086,8.767124,9.01323,9.054218,8.155055,8.172514,8.315234,8.328408,0
C01756,A_L24,DIGITAL_CMOS,CMOS_A,1.714254,1.763011,1.808129,1.813167,0.019687,0.019778,0.020373,0.020278,82.451982,85.455727,91.335411,97.398857,8.727919,8.734137,8.839115,8.794786,7.994129,7.925695,7.965876,8.014564,7.486843,7.514723,7.46377,7.495391,1
C01757,A_L24,DIGITAL_CMOS,CMOS_A,1.907207,1.971377,2.03317,2.090517,0.023148,0.023406,0.024678,0.025375,84.765416,84.029528,84.878838,84.792866,9.030719,9.084904,9.273995,9.330872,7.977108,8.003241,8.040076,8.055713,7.974299,8.00347,8.093447,8.20548,1
C01758,A_L24,DIGITAL_CMOS,CMOS_A,1.777932,1.699456,1.762428,1.763925,0.017816,0.017633,0.017878,0.017953,89.456828,90.981274,90.741098,91.305073,8.262531,8.315223,8.277617,8.21129,7.550864,7.668788,7.624268,7.635098,6.747051,6.804734,6.83365,6.822691,0
C01759,A_L24,DIGITAL_CMOS,CMOS_A,1.501393,1.517321,1.561756,1.540686,0.03255,0.032769,0.032946,0.033439,86.335661,88.47611,90.012316,92.310874,9.007692,9.032951,9.027158,9.129358,8.112269,8.213429,8.172034,8.144592,7.087551,7.061319,7.062531,7.151063,0
C01760,A_L24,DIGITAL_CMOS,CMOS_A,1.924292,1.931763,1.95614,2.006096,0.021222,0.021102,0.022028,0.021985,80.84077,82.395021,83.860039,86.083486,8.989387,9.060465,9.173604,9.222858,8.171241,8.26759,8.420605,8.463555,7.95943,8.064898,8.27311,8.419726,0
C01761,A_L24,DIGITAL_CMOS,CMOS_A,1.732857,1.731019,1.75012,1.752028,0.017593,0.017631,0.017688,0.017809,85.452784,86.344942,86.708462,88.412211,8.871557,8.949113,8.961015,8.932011,8.719854,8.726653,8.760199,8.75313,7.875246,7.881748,7.909774,7.937613,0
C01762,A_L24,DIGITAL_CMOS,CMOS_A,1.793692,1.792399,1.803526,1.797734,0.02402,0.024089,0.024178,0.024477,88.136723,87.995089,89.01093,89.735439,9.130032,9.203171,9.259372,9.315302,8.576208,8.639426,8.750427,8.832987,7.864435,7.932994,7.987299,8.171635,0
C01763,A_L24,DIGITAL_CMOS,CMOS_A,2.157291,2.173825,2.187372,2.260004,0.020595,0.020813,0.021283,0.021742,87.573017,89.202685,91.70652,94.370373,8.167271,8.158203,8.202189,8.237149,7.822495,7.825076,7.905662,7.850291,7.261414,7.299545,7.393266,7.431359,0
C01764,A_L24,DIGITAL_CMOS,CMOS_A,1.442808,1.46219,1.527334,1.525063,0.011078,0.011398,0.011521,0.011821,89.067013,89.348861,90.740797,91.721619,9.438674,9.517428,9.661392,9.802097,8.850911,8.937546,8.979367,9.103223,7.223084,7.298486,7.405801,7.49782,0
C01765,A_L24,DIGITAL_CMOS,CMOS_A,2.006448,2.015497,2.047356,2.073021,0.025732,0.025946,0.026494,0.026366,91.375131,93.809545,96.477301,98.30191,9.05152,9.06021,9.107606,9.121979,8.102153,8.131429,8.116714,8.18831,7.502937,7.536353,7.548711,7.567775,0
C01766,A_L24,DIGITAL_CMOS,CMOS_A,1.982855,1.934592,1.918758,1.964924,0.021154,0.021508,0.021374,0.021085,90.627652,90.86818,91.868882,92.28544,9.353713,9.369936,9.499038,9.488885,8.594943,8.804112,8.947189,8.995626,8.012693,8.045491,8.13176,8.23379,0
C01767,A_L24,DIGITAL_CMOS,CMOS_A,1.817593,1.864735,1.928073,1.945418,0.012216,0.01247,0.012856,0.013055,87.382722,88.653306,89.939661,90.379128,8.739616,8.792277,8.769578,8.744673,8.542555,8.550191,8.65436,8.65796,7.824921,7.860525,7.856424,7.872395,0
C01768,A_L24,DIGITAL_CMOS,CMOS_A,1.685205,1.680322,1.750918,1.806317,0.08795,0.095204,0.0982,0.103506,85.774118,86.518224,89.73174,92.210687,8.787158,8.766662,8.907843,9.03571,7.846257,7.967189,8.048866,8.269533,7.088957,7.15119,7.390465,7.533827,1
C01769,A_L24,DIGITAL_CMOS,CMOS_A,1.267058,1.247941,1.276991,1.278263,0.015136,0.015222,0.015149,0.01517,83.422995,83.395742,83.807254,85.437424,9.145384,9.19456,9.20209,9.237474,8.442253,8.451554,8.485478,8.573472,7.866417,7.875561,7.775187,7.806158,0
C01770,A_L24,DIGITAL_CMOS,CMOS_A,1.833304,1.86303,1.91959,1.949046,0.022195,0.02245,0.023134,0.02309,87.042913,89.21108,91.557389,92.866271,8.700352,8.766082,8.94039,9.084014,7.594055,7.629259,7.734986,7.944518,6.682205,6.752891,7.013222,7.241052,0
C01771,A_L24,DIGITAL_CMOS,CMOS_A,1.732588,1.803073,1.831411,1.868116,0.024334,0.0249,0.024873,0.025286,90.879485,91.328641,95.252801,100.259412,9.317035,9.472949,9.708102,9.89933,11.891655,13.110406,14.673452,15.793255,7.864504,8.050937,8.319637,8.519836,1
C01772,A_L24,DIGITAL_CMOS,CMOS_A,1.33813,1.350867,1.351671,1.35249,0.015045,0.015002,0.015179,0.015244,86.851801,88.03301,87.473146,88.076863,9.213137,9.186033,9.267998,9.261135,8.316277,8.403636,8.422902,8.431113,7.610654,7.577309,7.643327,7.692557,0
C01773,A_L24,DIGITAL_CMOS,CMOS_A,1.157526,1.179217,1.206488,1.218601,0.013551,0.013758,0.013969,0.014074,82.172831,82.878511,85.170939,87.700379,8.879217,8.892618,8.945138,8.964724,8.875508,9.003172,9.054145,9.089349,7.037959,7.007322,7.079908,7.061478,0
C01774,A_L24,DIGITAL_CMOS,CMOS_A,1.695865,1.687742,1.690923,1.715748,0.022151,0.02292,0.023243,0.023641,90.543871,93.887913,95.149197,97.806247,8.293352,8.366779,8.352056,8.370468,8.111677,8.143309,8.081308,8.170549,6.890858,6.989852,6.983655,7.021782,0
C01775,A_L24,DIGITAL_CMOS,CMOS_A,1.517525,1.524605,1.527272,1.540848,0.018004,0.018211,0.018281,0.018311,83.849096,84.518535,85.576817,85.358658,8.811619,8.899211,8.969524,9.141222,8.486545,8.400556,8.598321,8.78932,7.593424,7.674351,7.926196,8.169873,0
C01776,A_L24,DIGITAL_CMOS,CMOS_A,1.638165,1.645255,1.650314,1.68863,0.020337,0.020568,0.02077,0.020821,96.38921,96.064252,96.474483,96.441933,9.224601,9.199509,9.228208,9.272678,8.541357,8.643667,8.615399,8.715734,7.715152,7.829785,7.812676,7.880759,0
C01777,A_L24,DIGITAL_CMOS,CMOS_A,1.484697,1.486151,1.496423,1.536497,0.015632,0.01575,0.015955,0.015966,85.795018,87.662521,88.506577,90.241303,8.520004,8.629193,8.670028,8.755538,7.625166,7.628531,7.844578,7.949915,6.98214,7.047684,7.14689,7.191107,0
C01778,A_L24,DIGITAL_CMOS,CMOS_A,1.483771,1.535796,1.563846,1.584879,0.020636,0.02109,0.021076,0.021227,84.61002,85.733383,87.081076,88.236872,8.859623,8.94315,8.937936,8.956544,8.224622,8.154036,8.184633,8.248856,7.527726,7.532119,7.623623,7.64942,0
C01779,A_L24,DIGITAL_CMOS,CMOS_A,1.848303,1.878033,1.888921,1.913655,0.018941,0.018992,0.019202,0.019445,94.6935,94.798828,95.453127,96.050287,8.434505,8.404601,8.475043,8.462117,7.801332,7.811582,7.772904,7.793852,7.074278,7.0839,7.116329,7.198896,0
C01780,A_L24,DIGITAL_CMOS,CMOS_A,1.668706,1.691596,1.670125,1.713833,0.016377,0.016489,0.016473,0.01688,87.348734,88.179189,90.217807,91.973129,9.161086,9.1845,9.215939,9.245041,7.889641,7.909072,7.86744,7.983256,7.743366,7.728068,7.821225,7.834962,0
C01781,A_L24,DIGITAL_CMOS,CMOS_A,1.476543,1.503713,1.537059,1.549748,0.0176,0.017715,0.017772,0.017768,78.550349,79.197235,79.619755,80.158099,8.571813,8.620385,8.647696,8.702374,8.382701,8.342238,8.351444,8.420017,7.414494,7.392133,7.424193,7.455024,0
C01782,A_L24,DIGITAL_CMOS,CMOS_A,1.557922,1.561261,1.609489,1.644215,0.021397,0.021584,0.022183,0.022421,89.927425,89.864995,92.403381,93.119959,9.428056,9.440507,9.416153,9.491425,8.716657,8.798333,8.843525,8.83101,8.007806,8.037671,8.028333,8.063796,0
C01783,A_L24,DIGITAL_CMOS,CMOS_A,1.341532,1.363127,1.361937,1.393369,0.021423,0.021366,0.021671,0.021886,88.937081,90.62063,93.077714,93.20569,8.986515,8.952371,9.028087,9.137446,8.549448,8.560725,8.77063,8.822822,7.708673,7.759175,7.869314,8.01497,0
C01784,A_L24,DIGITAL_CMOS,CMOS_A,1.323651,1.336035,1.367483,1.436588,0.026763,0.026794,0.027522,0.028381,84.311346,84.294804,87.775268,89.944981,8.861474,8.898913,8.976932,9.114697,8.195983,8.241029,8.463864,8.718838,7.536858,7.625238,7.835577,8.031128,0
C01785,A_L24,DIGITAL_CMOS,CMOS_A,1.319545,1.307502,1.327925,1.323689,0.020908,0.020868,0.021108,0.020796,86.411992,86.924758,87.504076,89.123711,8.735241,8.754903,8.767496,8.774416,8.267831,8.246687,8.266097,8.26789,7.543813,7.575396,7.541405,7.548139,0
C01786,A_L24,DIGITAL_CMOS,CMOS_A,1.33993,1.349698,1.336192,1.34447,0.02803,0.028077,0.027421,0.027862,87.258709,86.462572,86.043228,87.298397,8.848798,8.897888,8.928372,8.89531,8.671617,8.770737,8.761377,8.858428,7.771651,7.775019,7.852129,7.807116,0
C01787,A_L24,DIGITAL_CMOS,CMOS_A,1.623387,1.642325,1.631745,1.630429,0.024209,0.024376,0.02448,0.024696,82.354499,81.719082,82.660262,83.66563,8.784967,8.825498,8.89226,8.874672,7.842562,7.897454,7.909894,7.956786,7.396809,7.402656,7.466082,7.453937,0
C01788,A_L24,DIGITAL_CMOS,CMOS_A,1.734617,1.710324,1.694807,1.704645,0.01596,0.01599,0.016018,0.015957,82.979,83.764787,84.333659,85.263938,8.847076,8.867734,8.937681,9.041403,7.806366,7.821064,7.97815,8.044625,7.43612,7.508282,7.616211,7.744406,0
C01789,A_L24,DIGITAL_CMOS,CMOS_A,1.492815,1.530014,1.551605,1.596116,0.020742,0.020834,0.020957,0.021149,87.028504,86.812744,88.137133,89.983259,8.696126,8.709022,8.74007,8.763533,7.258111,7.314057,7.37293,7.400991,7.549094,7.550054,7.623318,7.694448,0
C01790,A_L24,DIGITAL_CMOS,CMOS_A,1.784612,1.718065,1.780802,1.753744,0.016539,0.016851,0.016885,0.016741,87.390947,86.516564,86.994653,87.888327,8.668806,8.682297,8.801226,8.947203,8.132254,8.16668,8.324341,8.517823,7.267535,7.344158,7.460634,7.462059,0
C01791,A_L24,DIGITAL_CMOS,CMOS_A,0.984747,0.998961,1.011223,1.061669,0.019756,0.020229,0.0207,0.021114,83.872005,83.923299,88.276953,90.819597,8.584589,8.69183,8.761936,8.834492,8.16911,8.25888,8.361615,8.408658,7.308708,7.428669,7.537923,7.644419,0
C01792,A_L24,DIGITAL_CMOS,CMOS_A,1.551969,1.538504,1.572517,1.571885,0.021984,0.022491,0.02258,0.022387,93.602183,93.960821,94.199753,93.882913,8.524223,8.557193,8.578335,8.592457,14.196803,15.789958,15.290146,15.967318,7.151633,7.176768,7.160323,7.170906,1
C01793,A_L24,DIGITAL_CMOS,CMOS_A,1.432899,1.50321,1.536579,1.570543,0.030443,0.03087,0.031621,0.032021,93.497681,94.363794,96.495031,100.601369,8.77412,8.749896,8.810917,8.786953,8.269382,8.239558,8.269413,8.298679,7.187584,7.226179,7.218612,7.231722,0
C01794,A_L24,DIGITAL_CMOS,CMOS_A,1.888348,1.896827,1.922345,1.92013,0.021624,0.02239,0.022868,0.022996,90.478974,90.852104,93.558905,95.716456,9.082958,9.122423,9.134503,9.155377,8.135286,8.164103,8.170748,8.294234,7.430852,7.472523,7.447422,7.570702,0
C01795,A_L24,DIGITAL_CMOS,CMOS_A,2.145302,2.189352,2.225943,2.270975,0.023006,0.02351,0.023809,0.024435,87.077492,87.800133,89.976377,92.185136,9.033418,9.027804,9.042967,9.09444,8.345138,8.326841,8.391736,8.442958,7.9941,8.03333,8.005206,8.172052,0
C01796,A_L24,DIGITAL_CMOS,CMOS_A,1.679081,1.710147,1.696646,1.710971,0.020879,0.021085,0.021351,0.021159,89.694167,89.31496,89.203757,89.729484,8.772305,8.825833,8.817873,8.822516,8.27776,8.270966,8.271069,8.346836,7.538355,7.580844,7.635019,7.687016,0
C01797,A_L24,DIGITAL_CMOS,CMOS_A,1.443993,1.492345,1.49405,1.469039,0.0182,0.018391,0.018598,0.018845,88.070354,89.612097,90.374944,91.623759,9.102956,9.222968,9.281067,9.329868,7.880798,7.946433,8.107822,8.058838,7.41896,7.428373,7.556197,7.717873,0
C01798,A_L24,DIGITAL_CMOS,CMOS_A,1.283403,1.26695,1.319833,1.304178,0.017016,0.01701,0.017192,0.017461,87.322192,88.513037,90.772026,93.02922,8.79911,8.92359,8.981891,9.10314,8.256514,8.360491,8.449683,8.511357,7.401426,7.558732,7.660832,7.777611,0
C01799,A_L24,DIGITAL_CMOS,CMOS_A,1.564684,1.611184,1.626402,1.629699,0.022806,0.023372,0.024187,0.024712,83.96537,85.613785,87.253389,88.760623,8.868267,8.85308,8.916448,9.023658,8.078307,8.196214,8.238223,8.332101,7.125748,7.19496,7.357109,7.413871,0
C01800,A_L24,DIGITAL_CMOS,CMOS_A,1.502443,1.557676,1.562149,1.528834,0.017909,0.018207,0.017926,0.017921,87.077455,87.68378,87.715587,87.702083,9.554908,9.525909,9.508116,9.455109,8.428301,8.420319,8.390552,8.488455,7.650056,7.637147,7.625476,7.698207,0
C02553,B_L11,DIGITAL_CMOS,CMOS_B,0.599286,0.61717,0.611037,0.614062,0.093961,0.0929,0.093332,0.094949,50.355978,50.236068,50.708184,50.894047,5.487802,5.485801,5.520415,5.536616,3.062254,3.080407,3.068889,3.105341,3.145533,3.129294,3.13562,3.166367,0
C02554,B_L11,DIGITAL_CMOS,CMOS_B,0.726,0.71862,0.710664,0.723882,0.087066,0.088318,0.088804,0.088892,49.766299,50.55104,50.649293,50.774524,4.668108,4.672542,4.784476,4.908011,3.158882,3.128902,3.209479,3.262891,2.818597,2.831759,2.891466,2.938004,0
C02555,B_L11,DIGITAL_CMOS,CMOS_B,0.859533,0.885364,0.902633,0.913753,0.070549,0.072936,0.074889,0.075644,47.630174,48.062615,48.725801,49.292511,4.912343,4.94277,4.976877,5.012649,3.041821,3.036171,3.048236,3.058053,2.901975,2.88093,2.93221,2.908916,0
C02556,B_L11,DIGITAL_CMOS,CMOS_B,0.742907,0.750308,0.775572,0.760856,0.089131,0.090418,0.089643,0.089686,45.072757,44.542458,44.632758,44.855161,5.295677,5.414924,5.537235,5.611359,2.819474,2.84294,2.861647,2.914015,2.997293,3.027734,3.042494,3.125041,0
C02557,B_L11,DIGITAL_CMOS,CMOS_B,0.583597,0.606359,0.600139,0.615297,0.059578,0.060188,0.062194,0.062147,45.758558,45.882563,46.903031,48.297334,4.961961,4.985753,5.032933,5.084272,3.268159,3.296961,3.319663,3.338648,2.820953,2.826833,2.887716,2.88286,0
C02558,B_L11,DIGITAL_CMOS,CMOS_B,0.672642,0.68597,0.673417,0.678963,0.068019,0.06777,0.068374,0.069066,44.476075,44.630558,44.594193,45.077171,5.055024,5.082172,5.160509,5.197119,3.024933,3.076506,3.120506,3.137934,2.970402,2.973306,3.026395,3.039877,0
C02559,B_L11,DIGITAL_CMOS,CMOS_B,0.544834,0.562237,0.553714,0.567141,0.054449,0.053477,0.054901,0.054741,47.502642,47.259512,48.233548,48.873904,5.102691,5.100442,5.14407,5.171981,3.256011,3.287315,3.263632,3.244488,2.66954,2.694139,2.688264,2.693912,0
C02560,B_L11,DIGITAL_CMOS,CMOS_B,0.525986,0.532125,0.549674,0.563739,0.077407,0.078107,0.0823,0.085211,50.089623,50.748413,52.042706,53.158262,5.28819,5.30811,5.288343,5.311716,3.263268,3.255767,3.258433,3.250344,2.98599,2.999047,2.990463,3.042382,0
C02561,B_L11,DIGITAL_CMOS,CMOS_B,0.604401,0.600625,0.621784,0.627269,0.074539,0.075835,0.08145,0.083188,48.131418,48.348702,50.179293,51.331363,5.196122,5.189564,5.225187,5.271537,2.819823,2.841539,2.867409,2.874514,2.78088,2.791547,2.789791,2.795666,0
C02562,B_L11,DIGITAL_CMOS,CMOS_B,0.499541,0.498062,0.497136,0.502971,0.082304,0.082428,0.084114,0.084951,46.001605,46.08943,46.457334,45.986369,5.006305,5.078381,5.170575,5.179058,3.202809,3.229032,3.316473,3.333122,3.1374,3.136505,3.174167,3.190748,0
C02563,B_L11,DIGITAL_CMOS,CMOS_B,0.56806,0.580412,0.596694,0.612555,0.078035,0.08128,0.082341,0.084836,52.244041,51.812802,53.655853,54.526768,5.147676,5.135407,5.141616,5.147159,2.99248,2.97645,3.005877,2.980738,3.010839,3.01351,2.995326,2.973043,0
C02564,B_L11,DIGITAL_CMOS,CMOS_B,0.544108,0.539371,0.541676,0.552837,0.068028,0.067964,0.069938,0.068788,47.659715,47.719159,48.225905,48.254605,5.10602,5.211884,5.275093,5.333322,2.991266,3.01697,3.082358,3.120812,2.908395,2.932078,2.983508,3.018671,0
C02565,B_L11,DIGITAL_CMOS,CMOS_B,0.507869,0.515586,0.522312,0.53664,0.05499,0.056661,0.057877,0.059179,46.163701,47.127386,47.510634,47.925998,5.315662,5.36109,5.343668,5.322409,3.408595,3.418315,3.447297,3.438437,3.066269,3.052337,3.119994,3.11275,0
C02566,B_L11,DIGITAL_CMOS,CMOS_B,0.534257,0.557929,0.566131,0.577236,0.083407,0.085345,0.087378,0.090017,44.852142,45.812902,46.736646,48.166856,5.33635,5.373241,5.42871,5.427973,3.345246,3.346048,3.377326,3.380935,3.096917,3.066323,3.117645,3.112462,0
