component_id,lot_id,device_family,device_variant,IDDQ_0h,IDDQ_24h,Input_Leakage_Current_0h,Input_Leakage_Current_24h,Active_Supply_Current_0h,Active_Supply_Current_24h,Propagation_Delay_0h,Propagation_Delay_24h,Output_Rise_Time_0h,Output_Rise_Time_24h,Output_Fall_Time_0h,Output_Fall_Time_24h,IDDQ_168h,Input_Leakage_Current_168h,Active_Supply_Current_168h,Propagation_Delay_168h,Output_Rise_Time_168h,Output_Fall_Time_168h
C00859,A_L12,DIGITAL_CMOS,CMOS_A,1.996541,1.947059,0.021085,0.021135,87.483146,87.046068,8.807873,8.937259,8.102961,8.070691,7.551456,7.682939,2.003597,0.021486,87.0221,9.345562,8.681637,8.244669
C00860,A_L12,DIGITAL_CMOS,CMOS_A,1.441013,1.476657,0.01959,0.020093,96.636483,96.081294,8.46556,8.461473,7.906598,7.842813,6.573098,6.61427,1.500744,0.021013,98.059755,8.504881,8.020722,6.727019
C00861,A_L12,DIGITAL_CMOS,CMOS_A,1.309732,1.337299,0.016663,0.016618,91.840592,91.991,8.642867,8.715877,8.16223,8.156149,6.839459,7.027866,1.331569,0.017075,90.9368,9.017864,8.457181,7.358533
C00862,A_L12,DIGITAL_CMOS,CMOS_A,1.199425,1.202563,0.016139,0.016218,84.367749,84.689939,9.141408,9.170362,8.169832,8.208322,7.249684,7.334248,1.209572,0.016294,84.470939,9.551824,8.590488,7.980495
C00863,A_L12,DIGITAL_CMOS,CMOS_A,1.228918,1.221811,0.022129,0.022535,88.970034,87.268926,9.053987,9.020421,7.523216,7.535131,7.039854,7.102457,1.229677,0.022568,88.47571,9.106038,7.607456,7.252318
C00864,A_L12,DIGITAL_CMOS,CMOS_A,1.990152,2.060484,0.021188,0.021435,91.220637,92.667812,8.471528,8.638951,8.005842,8.141559,6.949975,7.120105,2.112824,0.022142,93.159779,8.848783,8.371949,7.471348
C00865,A_L12,DIGITAL_CMOS,CMOS_A,1.145719,1.165439,0.011942,0.012256,87.89654,89.263653,8.647382,8.65596,7.352285,7.358481,6.550172,6.709334,1.208299,0.013005,90.67371,8.982419,7.812175,7.014425
C00866,A_L12,DIGITAL_CMOS,CMOS_A,0.953727,0.95774,0.015701,0.016113,88.980029,89.554146,8.800629,8.861784,7.928641,7.904902,7.158412,7.190151,0.976762,0.01667,90.247847,8.974355,8.00394,7.296343
C00867,A_L12,DIGITAL_CMOS,CMOS_A,1.50926,1.536239,0.01958,0.01975,84.19976,84.577463,8.793216,8.880099,8.249025,8.393056,7.281354,7.3549,1.557148,0.020127,84.245466,9.162373,8.59006,7.62177
C00868,A_L12,DIGITAL_CMOS,CMOS_A,1.393811,1.438729,0.023284,0.02365,96.275018,96.45477,9.279323,9.432975,8.374642,8.542789,7.706703,7.968332,1.444132,0.024322,98.104589,9.625471,8.632622,8.469742
C00869,A_L12,DIGITAL_CMOS,CMOS_A,1.33126,1.323546,0.021967,0.021986,90.162474,89.934122,9.314976,9.2512,8.418809,8.539486,7.385926,7.3941,1.304719,0.022398,90.245785,9.370487,8.604588,7.575317
C00870,A_L12,DIGITAL_CMOS,CMOS_A,1.132551,1.141322,0.02609,0.026327,91.230141,91.240102,9.061067,9.132517,8.144137,8.211776,7.544002,7.589015,1.145563,0.026766,92.332736,9.392867,8.415531,8.088991
C00871,A_L12,DIGITAL_CMOS,CMOS_A,1.2803,1.245949,0.024921,0.024945,92.365716,92.109398,9.22002,9.198639,8.149936,8.191714,6.765013,6.725626,1.267888,0.024963,92.288028,9.215697,8.431481,6.769443
C00872,A_L12,DIGITAL_CMOS,CMOS_A,1.449912,1.435619,0.021314,0.021488,87.078777,87.111461,9.582008,9.57672,8.370083,8.402511,7.877317,7.920766,1.457477,0.021823,87.231379,9.603735,8.556531,8.090807
C00873,A_L12,DIGITAL_CMOS,CMOS_A,1.62877,1.607827,0.01745,0.01791,98.929553,98.848677,9.266358,9.269636,8.341146,8.431428,7.671333,7.691866,1.63297,0.017824,98.89912,9.258893,8.509413,7.891482
C00874,A_L12,DIGITAL_CMOS,CMOS_A,1.481451,1.496606,0.018455,0.018966,82.1003,81.866791,9.022317,8.963705,7.937411,7.971048,7.652016,7.619276,1.498117,0.020157,83.972851,9.046753,8.04422,7.832002
C00875,A_L12,DIGITAL_CMOS,CMOS_A,1.514396,1.516536,0.021807,0.02228,94.336761,94.240701,8.914045,8.895699,8.35253,8.220212,7.191166,7.272306,1.545888,0.022461,94.365448,8.904015,8.275148,7.484194
C00876,A_L12,DIGITAL_CMOS,CMOS_A,1.835146,1.839708,0.021873,0.022341,89.5384,90.408116,9.155149,9.117047,8.163376,8.177375,7.772662,7.69203,1.898626,0.023365,91.080792,9.273636,8.269163,7.944652
C00877,A_L12,DIGITAL_CMOS,CMOS_A,1.410251,1.443808,0.021651,0.021724,86.13024,85.358423,9.539796,9.65168,8.67328,8.758272,7.579437,7.610032,1.443817,0.022052,84.875347,9.629698,8.81369,7.661363
C00878,A_L12,DIGITAL_CMOS,CMOS_A,1.19373,1.207318,0.015853,0.016067,89.768537,90.740917,8.905906,9.06209,8.292578,8.434401,7.266475,7.344637,1.251476,0.016426,91.670046,9.260262,8.916264,7.840293
C00879,A_L12,DIGITAL_CMOS,CMOS_A,1.464896,1.494609,0.018255,0.01814,93.217899,93.810266,9.203099,9.252682,8.094445,8.131698,7.25612,7.28807,1.51473,0.018321,94.322602,9.178015,8.223389,7.604161
C00880,A_L12,DIGITAL_CMOS,CMOS_A,1.353833,1.347917,0.028138,0.028461,91.813666,90.211012,8.89818,9.008919,8.346172,8.398416,7.108767,7.157746,1.37326,0.028828,91.716326,9.51931,8.997243,7.861268
C00881,A_L12,DIGITAL_CMOS,CMOS_A,1.270992,1.28887,0.023073,0.023777,81.781529,82.727787,8.51182,8.65169,7.729227,7.747683,7.410339,7.528083,1.303544,0.024895,83.682702,9.149526,8.182352,8.298574
C00882,A_L12,DIGITAL_CMOS,CMOS_A,1.292569,1.282158,0.019979,0.020393,95.006304,97.241798,8.977438,9.040055,8.048604,8.160218,7.188283,7.273328,1.340464,0.020795,99.278559,9.430982,8.611397,7.829621
C00883,A_L12,DIGITAL_CMOS,CMOS_A,1.292453,1.264117,0.01369,0.013944,81.496739,81.778826,9.073213,9.13747,8.181331,8.111236,7.427868,7.410698,1.289198,0.014085,82.632765,9.128629,8.15585,7.466782
C00884,A_L12,DIGITAL_CMOS,CMOS_A,1.716454,1.691576,0.01647,0.016728,94.009869,94.307097,8.649094,8.722123,7.923975,7.886737,7.318197,7.358584,1.784394,0.017523,96.336767,8.828769,7.92979,7.554359
C00885,A_L12,DIGITAL_CMOS,CMOS_A,1.301299,1.284141,0.024535,0.024373,93.092706,92.294539,8.749526,8.849716,7.904997,8.12636,7.770624,7.862461,1.30241,0.024826,92.782307,8.98621,8.333956,8.170622
C00886,A_L12,DIGITAL_CMOS,CMOS_A,1.377147,1.389036,0.014236,0.014266,84.465977,85.0442,9.123955,9.139769,7.705156,7.678375,7.264933,7.321108,1.418912,0.014874,85.701476,9.19581,7.732305,7.37303
C00887,A_L12,DIGITAL_CMOS,CMOS_A,1.555039,1.562373,0.023072,0.023865,87.216527,88.925113,8.996229,9.028483,7.152585,7.206588,7.318261,7.341148,1.628201,0.024446,88.290238,9.389768,7.7674,7.945681
C00888,A_L12,DIGITAL_CMOS,CMOS_A,1.575411,1.573227,0.024462,0.024679,95.006242,96.442812,8.576241,8.625947,8.269462,8.305981,7.371524,7.441793,1.58191,0.024934,95.69853,8.687135,8.385821,7.681982
C00889,A_L12,DIGITAL_CMOS,CMOS_A,1.361469,1.385403,0.017892,0.017958,91.319209,91.693968,9.073384,9.13036,8.234582,8.376933,7.541524,7.602096,1.433206,0.019572,92.632558,9.408123,9.091193,7.973842
C00890,A_L12,DIGITAL_CMOS,CMOS_A,1.342747,1.364515,0.015029,0.015184,86.974459,87.337337,8.576035,8.66116,8.093345,8.124364,7.082338,7.381802,1.376553,0.015071,86.825769,8.936826,8.481916,7.891823
C00891,A_L12,DIGITAL_CMOS,CMOS_A,1.476106,1.487487,0.021913,0.02227,92.903108,91.684246,8.533782,8.571906,8.04833,8.060242,7.144754,7.166333,1.520794,0.022665,93.050159,8.757945,8.194555,7.283402
C00892,A_L12,DIGITAL_CMOS,CMOS_A,1.574392,1.606009,0.020634,0.021199,80.937477,82.138831,8.694793,8.744059,7.632648,7.831357,8.015749,8.280884,1.684696,0.022757,83.527422,8.933226,8.158699,8.930946
C00893,A_L12,DIGITAL_CMOS,CMOS_A,1.841424,1.837699,0.031693,0.032219,83.358808,83.831725,8.786015,8.819462,8.448885,8.42563,7.503959,7.668169,1.839593,0.031967,83.542075,9.308911,9.014613,8.50113
C00894,A_L12,DIGITAL_CMOS,CMOS_A,1.377807,1.404651,0.014645,0.014694,90.489887,89.653278,8.430883,8.480908,7.504292,7.568114,7.387103,7.657354,1.416943,0.01484,90.109057,8.683561,8.104609,8.045245
C00895,A_L12,DIGITAL_CMOS,CMOS_A,1.389838,1.381811,0.023924,0.024114,90.932315,91.046548,8.719643,8.814012,8.863195,9.056028,8.025546,8.350721,1.435109,0.025031,91.798579,8.997617,9.379971,9.022395
C00896,A_L12,DIGITAL_CMOS,CMOS_A,1.697907,1.704119,0.018354,0.018555,78.678388,80.163556,8.766956,8.852226,7.567235,7.661509,7.432861,7.588451,1.758093,0.019505,80.117749,8.982746,7.854725,7.975837
C00897,A_L12,DIGITAL_CMOS,CMOS_A,1.06083,1.052595,0.021237,0.021639,96.981099,96.932477,9.017526,9.052849,7.964888,8.022251,7.774888,7.965778,1.101895,0.022865,99.011851,9.296004,8.406642,8.53275
C00898,A_L12,DIGITAL_CMOS,CMOS_A,1.407311,1.43031,0.020811,0.021086,88.836713,89.206342,9.002754,9.040507,8.012519,7.940392,7.216258,7.3624,1.482077,0.022268,90.381707,9.42894,8.449729,7.920069
C01281,A_L18,DIGITAL_CMOS,CMOS_A,1.733073,1.736758,0.016152,0.016323,88.218127,88.92923,8.741954,8.744896,7.788919,7.8603,7.30934,7.354743,1.788234,0.016657,89.293333,8.783782,7.927995,7.324092
C01282,A_L18,DIGITAL_CMOS,CMOS_A,2.048355,2.058246,0.021936,0.021796,95.206483,96.097016,8.12085,8.168716,7.733035,7.696229,7.440184,7.416691,2.105687,0.022643,99.81482,8.2727,7.702956,7.482247
C01283,A_L18,DIGITAL_CMOS,CMOS_A,2.121552,2.141475,0.014678,0.014629,91.546449,90.79023,8.022089,8.054687,7.881073,7.963336,7.024509,7.09776,2.10422,0.014883,91.980003,7.99488,7.941048,7.116792
C01284,A_L18,DIGITAL_CMOS,CMOS_A,1.66348,1.666866,0.030075,0.030698,102.556993,103.025372,8.667778,8.610495,7.711265,7.726121,7.363618,7.351626,1.693926,0.032088,107.384274,8.618019,7.793124,7.361821
C01285,A_L18,DIGITAL_CMOS,CMOS_A,1.777067,1.757422,0.014616,0.014871,93.941447,94.954301,7.965564,7.931075,7.599787,7.677373,7.248884,7.218192,1.82726,0.015458,97.187577,7.997148,7.658387,7.268112
C01286,A_L18,DIGITAL_CMOS,CMOS_A,1.446544,1.480646,0.010216,0.010357,97.830006,99.702421,8.957186,8.98053,8.434401,8.522894,7.849913,7.840779,1.567857,0.011032,103.689073,9.106765,8.502075,7.862068
C01287,A_L18,DIGITAL_CMOS,CMOS_A,1.350173,1.365698,0.014622,0.014856,94.647876,94.390412,8.445731,8.439158,7.938633,7.928085,7.181576,7.121025,1.35025,0.014876,95.579918,8.463991,7.990334,7.229273
C01288,A_L18,DIGITAL_CMOS,CMOS_A,1.680846,1.694162,0.025423,0.025752,99.078019,99.951007,8.17862,8.183926,7.555133,7.582049,7.223141,7.284569,1.757055,0.026205,102.81528,8.41735,8.070744,7.561807
C01289,A_L18,DIGITAL_CMOS,CMOS_A,1.407394,1.398281,0.018686,0.01918,95.571698,96.402205,8.342577,8.383871,7.819417,7.897215,6.931311,6.981031,1.46139,0.01983,98.992158,8.65123,7.998007,7.037258
C01290,A_L18,DIGITAL_CMOS,CMOS_A,1.249288,1.25812,0.017227,0.017304,95.032201,95.601094,8.4997,8.551741,7.576401,7.527574,7.213095,7.189715,1.27697,0.017693,98.853655,8.570828,7.622845,7.234182
C01291,A_L18,DIGITAL_CMOS,CMOS_A,1.762759,1.843485,0.01874,0.018889,95.864995,97.384545,7.931265,7.932642,7.194368,7.279494,6.429065,6.420815,1.93404,0.019419,100.176175,7.998256,7.280473,6.512386
C01292,A_L18,DIGITAL_CMOS,CMOS_A,1.930701,1.971019,0.017264,0.017307,89.901287,91.037979,8.610604,8.602245,7.901338,7.982136,7.154863,7.233444,2.061256,0.017733,94.361738,8.77481,8.298198,7.338295
C01293,A_L18,DIGITAL_CMOS,CMOS_A,1.548134,1.553098,0.015613,0.016053,89.10597,91.576006,8.882194,8.895607,8.436292,8.431131,7.427568,7.411571,1.669158,0.016876,95.601765,9.051243,8.664656,7.590686
C01294,A_L18,DIGITAL_CMOS,CMOS_A,1.203334,1.240417,0.018936,0.019364,89.632119,90.12012,8.861261,8.907938,8.095189,8.226161,7.29952,7.324764,1.253659,0.020024,92.04756,9.155026,8.346978,7.426027
C01295,A_L18,DIGITAL_CMOS,CMOS_A,1.846318,1.841885,0.024614,0.024858,103.83816,103.805814,7.913576,7.990644,7.341445,7.341379,7.099625,7.111147,2.006303,0.026261,111.805877,8.018504,7.401134,7.203456
C01296,A_L18,DIGITAL_CMOS,CMOS_A,1.820827,1.844664,0.018325,0.018979,93.285547,93.417854,8.950956,8.963677,8.536618,8.61337,7.66979,7.649419,1.897035,0.019546,96.641598,9.169762,8.954461,7.814791
C01297,A_L18,DIGITAL_CMOS,CMOS_A,1.558375,1.58632,0.01521,0.015521,91.963541,92.281431,8.557659,8.56704,8.205831,8.2612,7.375236,7.451218,1.598848,0.015556,91.367637,8.662831,8.360804,7.37629
C01298,A_L18,DIGITAL_CMOS,CMOS_A,1.275754,1.280859,0.012736,0.012987,97.191943,98.802565,8.574237,8.565057,7.709551,7.742078,7.464804,7.392428,1.35148,0.013274,101.249001,8.523107,7.826816,7.490097
C01299,A_L18,DIGITAL_CMOS,CMOS_A,1.413676,1.400051,0.014513,0.014556,96.951655,98.208385,8.526029,8.544863,8.032518,8.181023,6.987043,7.067046,1.457659,0.015194,100.418522,8.7472,8.528568,7.184325
C01300,A_L18,DIGITAL_CMOS,CMOS_A,1.068785,1.086577,0.013049,0.013533,91.264305,92.535676,8.655296,8.66008,8.013621,7.989062,7.569381,7.562935,1.105593,0.013501,94.072932,8.697329,8.039644,7.611419
C01301,A_L18,DIGITAL_CMOS,CMOS_A,1.303186,1.345528,0.013517,0.013732,93.650053,92.926485,8.017393,8.016772,7.531098,7.572779,6.959481,7.0428,1.409083,0.014394,99.737551,8.115052,7.604206,6.980951
C01302,A_L18,DIGITAL_CMOS,CMOS_A,1.47541,1.508186,0.031221,0.031766,97.32,98.688928,8.823008,8.854031,7.975758,7.999089,7.026115,7.116503,1.625046,0.033731,104.066741,9.060615,8.236747,7.11863
C01303,A_L18,DIGITAL_CMOS,CMOS_A,1.413725,1.416018,0.011798,0.011904,92.329399,93.375081,8.961249,8.998038,8.481538,8.505418,7.504637,7.563789,1.463648,0.012493,97.167518,8.958553,8.555531,7.578144
C01304,A_L18,DIGITAL_CMOS,CMOS_A,1.465632,1.478808,0.019508,0.019757,87.846859,88.87412,8.471186,8.502659,8.423286,8.464467,7.721325,7.816636,1.548966,0.030582,94.269402,10.446022,8.660427,7.932304
C01305,A_L18,DIGITAL_CMOS,CMOS_A,1.88743,1.881447,0.033398,0.033298,103.622303,104.817699,8.456514,8.584268,7.846855,7.905488,7.331209,7.359175,1.877762,0.034212,107.008159,8.696306,8.229353,7.42696
C01306,A_L18,DIGITAL_CMOS,CMOS_A,1.520261,1.546435,0.020011,0.020009,96.00053,97.070469,8.600847,8.611318,8.215959,8.152634,7.669071,7.609513,1.49918,0.019777,97.976185,8.762738,8.233617,7.681638
C01307,A_L18,DIGITAL_CMOS,CMOS_A,2.059875,2.109666,0.021852,0.022336,93.371894,95.59113,8.744478,8.777997,8.304658,8.304963,7.441671,7.396815,2.184061,0.023191,98.740062,8.828486,8.419484,7.440888
C01308,A_L18,DIGITAL_CMOS,CMOS_A,1.465713,1.513545,0.023861,0.024266,97.6689,97.814346,8.641482,8.68316,8.257881,8.260954,7.32039,7.340908,1.630142,0.02549,100.099734,8.568031,8.310954,7.380941
C01309,A_L18,DIGITAL_CMOS,CMOS_A,1.308602,1.2948,0.0183,0.018423,92.009198,91.744795,8.321672,8.356074,7.694759,7.71582,7.049123,7.13806,1.330722,0.018622,94.327391,8.748208,7.927469,7.364265
C01310,A_L18,DIGITAL_CMOS,CMOS_A,1.436038,1.434867,0.02376,0.024078,97.254481,97.75891,8.61651,8.65226,7.697554,7.727386,7.308971,7.265532,1.480301,0.024024,99.950676,8.647906,7.703537,7.29586
C01311,A_L18,DIGITAL_CMOS,CMOS_A,1.468261,1.488362,0.019082,0.019439,97.389943,98.030925,8.615535,8.715087,7.787935,7.843496,7.274176,7.327859,1.575914,0.019749,102.072582,8.918734,8.122419,7.468437
C01312,A_L18,DIGITAL_CMOS,CMOS_A,1.626124,1.622498,0.016283,0.016525,82.388068,84.173783,8.710333,8.848483,7.680961,7.678091,7.277866,7.335947,1.715331,0.017063,88.47393,8.965316,7.811124,7.48856
C01313,A_L18,DIGITAL_CMOS,CMOS_A,2.018846,1.993269,0.014369,0.01462,99.975155,100.178171,8.626614,8.695393,7.669627,7.710683,7.673353,7.646908,2.044255,0.014738,101.015151,8.735097,7.721746,7.736269
C01314,A_L18,DIGITAL_CMOS,CMOS_A,1.31254,1.315529,0.023572,0.023332,92.028335,90.874098,8.793893,8.886073,8.024578,8.139068,7.305193,7.289606,1.318693,0.023669,93.14259,8.929178,8.293322,7.471391
C01315,A_L18,DIGITAL_CMOS,CMOS_A,1.636322,1.620867,0.011973,0.012022,96.704536,96.804014,8.296595,8.275989,7.849998,7.888983,6.998503,7.029363,1.666035,0.012232,97.785761,8.421958,7.883128,6.995094
C01316,A_L18,DIGITAL_CMOS,CMOS_A,1.530316,1.550323,0.018114,0.018118,91.031519,92.802468,8.97775,9.027004,8.014921,8.081986,7.771951,7.835848,1.595298,0.018807,95.08516,9.124037,8.23542,8.008461
C01317,A_L18,DIGITAL_CMOS,CMOS_A,1.503718,1.528843,0.017759,0.017957,95.85891,97.190474,8.492526,8.507779,7.927571,7.902094,6.894157,6.892303,1.628784,0.018634,101.975797,8.580546,7.949222,6.967952
C01318,A_L18,DIGITAL_CMOS,CMOS_A,1.048783,1.079493,0.013243,0.013388,90.07247,90.864827,8.600683,8.663604,7.352394,7.453595,6.972136,7.030589,1.092233,0.013504,91.729073,8.700796,7.622711,7.139671
C01319,A_L18,DIGITAL_CMOS,CMOS_A,1.571779,1.600977,0.020736,0.020884,90.44956,90.614611,8.714065,8.734125,8.372934,8.447007,7.551306,7.531729,1.638165,0.021472,93.375042,8.806498,8.542629,7.629178
C01320,A_L18,DIGITAL_CMOS,CMOS_A,1.617723,1.632566,0.022644,0.022816,103.023736,104.26602,8.485563,8.57969,7.907386,8.006252,7.086895,7.171931,1.679827,0.022932,106.553432,8.651869,8.287582,7.348857
C01321,A_L18,DIGITAL_CMOS,CMOS_A,1.450581,1.466329,0.018476,0.019196,93.026484,94.313075,8.488059,8.501038,8.365203,8.327803,7.145332,7.168977,1.520462,0.019708,97.570092,8.595922,8.270282,7.196161
C01322,A_L18,DIGITAL_CMOS,CMOS_A,1.908632,1.938881,0.020623,0.020869,103.725422,103.60323,8.541253,8.573184,8.512763,8.548283,7.490486,7.512008,1.899649,0.020866,103.860449,8.66374,8.537195,7.496584
C01323,A_L18,DIGITAL_CMOS,CMOS_A,1.527659,1.508944,0.029825,0.030243,99.446942,99.741656,8.663518,8.647814,8.149838,8.139753,6.973316,7.013816,1.540409,0.030492,100.667722,8.744402,8.290642,7.058752
C01324,A_L18,DIGITAL_CMOS,CMOS_A,1.816148,1.835394,0.019602,0.0201,93.478369,93.465108,8.926024,8.973607,7.930558,7.963117,7.03049,7.058462,1.939157,0.027827,97.783467,9.212274,8.290318,7.384394
C01325,A_L18,DIGITAL_CMOS,CMOS_A,1.489278,1.505091,0.010536,0.010303,91.184396,91.92331,8.669469,8.706025,7.831115,7.868347,7.090101,7.162532,1.549639,0.010491,92.287768,8.723257,7.919482,7.077518
C01326,A_L18,DIGITAL_CMOS,CMOS_A,1.594537,1.604022,0.026229,0.026326,90.468064,90.567745,8.654302,8.671516,8.011565,8.236641,7.425312,7.44319,1.62682,0.026873,91.495333,8.84426,8.432818,7.646458
C01327,A_L18,DIGITAL_CMOS,CMOS_A,2.170342,2.225566,0.033178,0.033837,94.276461,94.8102,9.126596,9.060804,8.254552,8.264059,7.23797,7.336281,2.239776,0.035255,97.611536,9.113262,8.248963,7.322539
C01328,A_L18,DIGITAL_CMOS,CMOS_A,1.215436,1.217023,0.020254,0.020471,101.005652,100.380762,8.436668,8.482382,7.816628,7.89982,7.269827,7.334307,1.251722,0.020486,101.177358,8.623644,8.146464,7.482047
C01329,A_L18,DIGITAL_CMOS,CMOS_A,1.410997,1.433361,0.016467,0.016601,102.423331,102.817038,9.217532,9.249388,8.664192,8.658225,8.181794,8.112897,1.437055,0.016891,103.107643,9.372297,8.761618,8.233308
C01330,A_L18,DIGITAL_CMOS,CMOS_A,1.109656,1.147225,0.015405,0.015989,104.187655,105.135432,8.123499,8.189138,7.326429,7.394709,6.696657,6.639105,1.167612,0.016613,108.680387,8.220994,7.41423,6.70009
C01331,A_L18,DIGITAL_CMOS,CMOS_A,1.785523,1.802995,0.016649,0.016613,91.27244,91.871746,8.410782,8.464043,7.03947,7.069811,7.44255,7.535963,1.822062,0.016575,92.109433,8.42172,7.113851,7.495028
C01332,A_L18,DIGITAL_CMOS,CMOS_A,1.384475,1.380449,0.016973,0.016808,96.81945,96.416466,8.260008,8.348686,7.431642,7.438796,7.015046,7.043364,1.394839,0.016798,98.032623,8.350127,7.492256,7.08805
C01333,A_L18,DIGITAL_CMOS,CMOS_A,2.010176,2.059132,0.018563,0.019323,93.94878,94.340093,8.805298,8.877655,8.130291,8.152754,7.329475,7.411738,2.108309,0.019469,96.679317,8.872798,8.187191,7.394366
C01334,A_L18,DIGITAL_CMOS,CMOS_A,1.495098,1.543644,0.027086,0.027451,95.771943,97.389134,8.617112,8.607645,7.60665,7.638041,7.091132,7.242012,1.55184,0.02836,101.914522,8.782857,7.82153,7.36934
C01335,A_L18,DIGITAL_CMOS,CMOS_A,1.671284,1.722096,0.014749,0.015092,93.243777,93.312602,8.550328,8.619263,7.458358,7.602364,7.04942,7.118594,1.821314,0.015768,98.526127,8.754634,7.757063,7.174466
C01336,A_L18,DIGITAL_CMOS,CMOS_A,1.353304,1.370679,0.022144,0.022181,90.277202,92.464868,8.716847,8.859607,8.27698,8.268536,7.745045,7.679388,1.458248,0.023513,95.005391,8.85229,8.285993,7.773111
C01337,A_L18,DIGITAL_CMOS,CMOS_A,2.067516,2.093526,0.025065,0.024672,92.100168,93.269336,8.852277,8.923814,15.496157,14.455981,7.70723,7.656911,2.134225,0.025111,94.108243,8.88656,15.760338,7.81197
C01338,A_L18,DIGITAL_CMOS,CMOS_A,1.594255,1.562632,0.01996,0.020419,99.67236,101.754475,8.641937,8.747822,7.755529,7.814338,7.132992,7.128984,1.623609,0.021222,105.9126,8.738556,7.835298,7.169954
C01339,A_L18,DIGITAL_CMOS,CMOS_A,2.084382,2.07673,0.016657,0.016815,99.526044,99.894656,8.949741,9.127797,7.977094,7.989349,7.268778,7.277442,2.27929,0.017937,104.387368,9.375066,8.221746,7.402821
C01340,A_L18,DIGITAL_CMOS,CMOS_A,1.673589,1.719916,0.01854,0.019271,91.492543,91.019898,8.735442,8.750815,7.951788,8.008202,7.57739,7.627296,1.790697,0.019298,96.620893,8.970813,8.081675,7.722359
C01341,A_L18,DIGITAL_CMOS,CMOS_A,1.688158,1.741085,0.016149,0.0167,95.344883,96.174257,8.649937,8.551618,7.394766,7.399815,7.237514,7.213389,1.801355,0.017048,101.632156,8.701147,7.451393,7.210588
C01342,A_L18,DIGITAL_CMOS,CMOS_A,2.027248,2.046924,0.020699,0.021138,93.142734,95.156333,8.499559,8.557387,7.813217,7.931157,7.425788,7.432818,2.129793,0.022321,98.862456,8.740913,8.20786,7.541461
C01343,A_L18,DIGITAL_CMOS,CMOS_A,1.46082,1.483675,0.024593,0.024882,94.946814,95.331327,8.642747,8.77203,7.927601,7.990861,7.306211,7.320557,1.514248,0.025614,97.398035,8.964357,8.235458,7.395075
C01344,A_L18,DIGITAL_CMOS,CMOS_A,1.585593,1.598961,0.022549,0.022981,102.624177,103.097307,7.996123,7.986926,7.356827,7.381518,7.221942,7.241976,1.61006,0.022777,105.096631,8.041762,7.409297,7.273702
C01345,A_L18,DIGITAL_CMOS,CMOS_A,1.486473,1.522938,0.01806,0.018423,97.089164,97.94107,8.190369,8.30972,7.156284,7.255274,6.445132,6.492186,1.610952,0.01969,105.621255,8.344491,7.377024,6.550664
C01346,A_L18,DIGITAL_CMOS,CMOS_A,1.870618,1.92284,0.021425,0.021468,106.758584,105.991272,8.262265,8.356561,8.19606,8.330911,7.425705,7.423333,1.902642,0.021664,106.873893,8.462695,8.528471,7.537433
C01347,A_L18,DIGITAL_CMOS,CMOS_A,1.242551,1.273226,0.016279,0.016347,94.171565,95.227677,8.787343,8.825263,8.052007,8.051552,7.610649,7.553608,1.329102,0.017014,99.154212,9.253268,8.455156,7.838718
C01348,A_L18,DIGITAL_CMOS,CMOS_A,1.694386,1.66175,0.014443,0.014515,91.077372,91.678297,8.461541,8.460082,7.995156,7.946798,7.214288,7.233817,1.748409,0.014689,92.815517,8.57237,7.995044,7.214274
C01349,A_L18,DIGITAL_CMOS,CMOS_A,1.596718,1.604045,0.020856,0.021162,94.214215,95.199564,8.694961,8.74855,7.74364,7.872805,7.317782,7.3865,1.727651,0.022606,99.149478,9.168616,8.192224,7.602435
C01350,A_L18,DIGITAL_CMOS,CMOS_A,1.58978,1.594663,0.022165,0.022571,97.127926,97.496662,8.241006,8.211082,8.297204,8.326301,7.134125,7.100253,1.675107,0.02408,102.344783,8.278179,8.398013,7.089613
C01351,A_L18,DIGITAL_CMOS,CMOS_A,1.320169,1.340972,0.021534,0.021814,89.709495,90.26134,8.43991,8.495688,7.845234,7.870371,7.101842,7.197668,1.430114,0.022937,95.481695,8.772631,8.107406,7.304391
C01352,A_L18,DIGITAL_CMOS,CMOS_A,1.664839,1.653133,0.020058,0.02019,97.986241,99.772936,9.032568,9.087318,7.862638,7.964229,7.484978,7.547596,1.726888,0.020661,103.739642,9.326068,8.197618,7.721779
C01353,A_L18,DIGITAL_CMOS,CMOS_A,1.687227,1.694759,0.013475,0.013795,90.765169,92.083252,8.643714,8.741948,7.544291,7.589954,7.168339,7.188612,1.73756,0.014105,94.585898,9.122907,7.780801,7.36386
C01354,A_L18,DIGITAL_CMOS,CMOS_A,1.540577,1.566717,0.013121,0.013339,98.194421,99.090398,8.68304,8.647696,8.04501,8.153041,7.338898,7.365913,1.668555,0.013837,105.538842,8.75321,8.263527,7.441141
C01355,A_L18,DIGITAL_CMOS,CMOS_A,1.039313,1.065161,0.015849,0.016016,89.140018,90.351492,8.289836,8.335882,7.820603,7.909671,7.382862,7.370802,1.088026,0.016326,92.546758,8.367046,7.920068,7.409573
C01356,A_L18,DIGITAL_CMOS,CMOS_A,1.37932,1.373856,0.013253,0.013222,94.89557,95.338369,8.05922,8.13084,7.735019,7.82954,7.24433,7.324199,1.832142,0.013265,100.239211,8.296511,8.001045,7.296698
