component_id,module_a_score,module_a_disposition,module_a_primary_parameter,module_a_reason_codes,module_a_evidence_tier,predicted_IDDQ_168h,predicted_Input_Leakage_Current_168h,predicted_Active_Supply_Current_168h,predicted_Propagation_Delay_168h,predicted_Output_Rise_Time_168h,predicted_Output_Fall_Time_168h,module_b_p95_IDDQ_168h,module_b_p95_Input_Leakage_Current_168h,module_b_p95_Active_Supply_Current_168h,module_b_p95_Propagation_Delay_168h,module_b_p95_Output_Rise_Time_168h,module_b_p95_Output_Fall_Time_168h,module_b_primary_parameter,module_b_reason_codes,evidence_IDDQ_limit,evidence_IDDQ_pred_frac_of_limit,evidence_IDDQ_pred_rel_delta_from_24h,evidence_IDDQ_lot_rel_dev_24h,evidence_Input_Leakage_Current_limit,evidence_Input_Leakage_Current_pred_frac_of_limit,evidence_Input_Leakage_Current_pred_rel_delta_from_24h,evidence_Input_Leakage_Current_lot_rel_dev_24h,evidence_Active_Supply_Current_limit,evidence_Active_Supply_Current_pred_frac_of_limit,evidence_Active_Supply_Current_pred_rel_delta_from_24h,evidence_Active_Supply_Current_lot_rel_dev_24h,evidence_Propagation_Delay_limit,evidence_Propagation_Delay_pred_frac_of_limit,evidence_Propagation_Delay_pred_rel_delta_from_24h,evidence_Propagation_Delay_lot_rel_dev_24h,evidence_Output_Rise_Time_limit,evidence_Output_Rise_Time_pred_frac_of_limit,evidence_Output_Rise_Time_pred_rel_delta_from_24h,evidence_Output_Rise_Time_lot_rel_dev_24h,evidence_Output_Fall_Time_limit,evidence_Output_Fall_Time_pred_frac_of_limit,evidence_Output_Fall_Time_pred_rel_delta_from_24h,evidence_Output_Fall_Time_lot_rel_dev_24h,b_evidence_status
C00195,0.0913907284768212,PASS,,A_OK,PASS,1.3815703679236508,0.0189438781135638,91.30012024428102,10.092695922660964,8.567292660620224,8.258558649703511,1.451352204923336,0.0199050915840754,94.9206984739895,10.614203563974636,8.88121022302001,8.628987780102086,Propagation_Delay,,40.0,0.0345392591980912,0.0240674107599436,-0.1621882699613572,0.1,0.1894387811356388,0.0372818328622836,-0.0114482124008769,,,0.0128543836843664,-0.0014301680582063,18.0,0.5607053290367203,0.0248397780459936,0.0622914271885612,15.0,0.5711528440413483,0.0227221913250315,0.0002183251908645,15.0,0.5505705766469008,0.0224807545322636,0.0378970106263567,NOT_APPLICABLE
C00196,0.1788079470198675,PASS,,A_OK,PASS,1.7219559453204711,0.016404485083528,90.4440302492722,9.68116798696375,8.151231081420068,8.054175859870526,1.7970463376814112,0.0173007518775928,95.6399728442506,9.983308539865249,8.58478386919132,8.358977842630578,Active_Supply_Current,,40.0,0.0430488986330117,0.0193660501695264,0.0490443358013497,0.1,0.1640448508352807,0.0165128940096709,-0.1264716230479851,,,0.0289406965473877,-0.0262585311637212,18.0,0.5378426659424306,0.0223832666784399,0.0214250036958258,15.0,0.5434154054280046,0.0225257993746182,-0.0481734503791975,15.0,0.5369450573247018,0.0221338882233972,0.0125546368476747,NOT_APPLICABLE
C00197,0.2105960264900662,PASS,,A_OK,PASS,1.5335728739544243,0.0144263248858066,92.49832979527744,9.870269760763776,8.862377069171586,8.353984199086348,1.5933960825440707,0.0158184308894114,98.03684360008276,10.21971218109251,9.270099378211397,8.604006997904682,IDDQ,,40.0,0.0383393218488606,0.0319029404333479,-0.0770725981863261,0.1,0.1442632488580664,0.043193642765684,-0.251454707840537,,,0.0117649916393606,0.0127642128088121,18.0,0.548348320042432,0.0236240965897009,0.0401140984123615,15.0,0.5908251379447724,0.0225385116330539,0.0348548376283257,15.0,0.5569322799390899,0.0216099153686604,0.0507845925213938,NOT_APPLICABLE
C00198,0.9188122888888888,MONITOR,Propagation_Delay,A_STATIC_LIMIT_EXCEEDED:Propagation_Delay|A_LOT_RELATIVE_DEVIATION,CONFIRMED,1.646044474798844,0.0299370712230954,93.81063175523414,12.650653310548984,10.277404392190554,8.894485333039306,1.8366650769985,0.0316299607364503,97.69592271776033,15.061878319862029,10.357647002663745,8.894485333039306,Propagation_Delay,B_HIGH_FORECAST_DRIFT:Propagation_Delay|B_WIDE_ENVELOPE:Propagation_Delay|B_LOT_OUTLIER_24H:Propagation_Delay,40.0,0.0411511118699711,0.0356799563584337,-0.0129981509283395,0.1,0.2993707122309547,0.0393372872898025,0.5591220330726134,,,0.015599911837234,0.0232541391424507,18.0,0.7028140728082769,0.1001827087820643,0.2403395748071577,15.0,0.6851602928127036,0.0864817256028065,0.1294575248848628,15.0,0.592965688869287,0.0827996223968918,0.0555477241580479,SAME_PARAMETER_DRIFT_SUPPORT
C00199,0.6208609271523179,PASS,,A_OK,PASS,1.425811042681174,0.0149384176797334,92.32280528635992,9.38440794435955,8.400886046757758,7.8428030183094,1.5327280899229805,0.0154766825525608,97.62767533785744,9.729050598317777,8.753759760867291,8.011143782964071,IDDQ,,40.0,0.0356452760670293,0.0346381535147701,-0.1441937442070959,0.1,0.1493841767973349,0.0263426780991753,-0.2121572978971014,,,0.0214917376460504,0.0012170530553112,18.0,0.5213559969088639,0.0189916790697467,-0.0065895996842056,15.0,0.5600590697838506,0.0202155083310341,-0.0167995771762834,15.0,0.52285353455396,0.018714926751401,-0.0107096252729834,NOT_APPLICABLE
C00200,0.685430463576159,PASS,,A_OK,PASS,2.098941085229872,0.0183485445418646,91.66170354139427,9.32063103100777,7.431650075320829,7.429189241997922,2.250185340532485,0.018911260801368,96.4555336246141,9.61688255015657,7.8085455923309,7.619102105412091,IDDQ,,40.0,0.0524735271307467,0.0354755725146144,0.2588163146806355,0.1,0.1834854454186464,0.0191371107456477,-0.0254675363338656,,,0.0188940818526485,-0.0034181151740474,18.0,0.5178128350559872,0.0294169135672788,-0.0233330800234095,15.0,0.4954433383547219,0.0283872994997762,-0.1371457715568664,15.0,0.4952792827998615,0.0272802741627578,-0.0706964025615309,NOT_APPLICABLE
C00201,0.3983443708609271,PASS,,A_OK,PASS,1.962460366404699,0.0156302911233775,84.56323910807777,9.071868730548683,8.655520391970528,8.064033262917492,2.102943990471955,0.0162747291961693,88.85044111990537,9.533104303617453,9.186351616098497,8.35399172797935,IDDQ,,40.0,0.0490615091601174,0.0326651699891699,0.1801666493300027,0.1,0.1563029112337751,0.0333393576211499,-0.1812498308479255,,,0.0174883632303676,-0.0793251860435927,18.0,0.5039927072527046,0.0269711441553135,-0.0471358710744895,15.0,0.5770346927980352,0.0265798080121223,0.0067215144281786,15.0,0.5376022175278329,0.0245980353461349,0.0113557262757377,NOT_APPLICABLE
C00202,0.4480132450331126,PASS,,A_OK,PASS,1.3748387023609725,0.0117819323413522,87.95360955100548,10.187434630848706,7.982208594914074,7.815221141977357,1.439284485270724,0.0120945789755254,91.60840854438165,10.784310216777255,8.33388893555616,8.081442164609523,Propagation_Delay,,40.0,0.0343709675590243,0.0286204785785957,-0.1699608915909934,0.1,0.1178193234135221,0.0336841850633633,-0.3830414896208287,,,0.0190335082353933,-0.0438648014728176,18.0,0.5659685906027059,0.023448768799426,0.0737203610534751,15.0,0.5321472396609382,0.0207320837446556,-0.0662724116897887,15.0,0.5210147427984905,0.0195472453796648,-0.0149935781826545,NOT_APPLICABLE
C00203,0.678476821192053,PASS,,A_OK,PASS,1.8509040571994544,0.0166929940309573,93.44570057961596,9.106535278060266,8.764458182463967,8.30452009115105,1.9059904815372344,0.0183351500765144,97.77678920224564,9.463495843531136,9.241628473509255,8.60147674168287,Input_Leakage_Current,,40.0,0.0462726014299863,0.0338351727725056,0.1118202410469066,0.1,0.1669299403095736,0.0551829349530571,-0.1436845381471758,,,0.0208543715166487,0.0140272720293703,18.0,0.5059186265589036,0.0179234172294219,-0.034992851320684,15.0,0.5842972121642644,0.0192174998617857,0.0267556118439593,15.0,0.5536346727434033,0.0170990403261186,0.0491955541363378,NOT_APPLICABLE
C00204,0.3605960264900662,PASS,,A_OK,PASS,1.644269565089961,0.0195520332696694,88.1501054639579,9.944516721553612,8.427994389922459,7.960179813643783,1.7225922013260675,0.0211112031113913,93.33931231123252,10.456616285400813,8.807746633071948,8.207911741383644,Propagation_Delay,,40.0,0.041106739127249,0.0250066640006489,-0.0037959531568512,0.1,0.1955203326966941,0.0384551343567778,0.0191344826652954,,,0.016641137997756,-0.0394736996611628,18.0,0.552473151197423,0.0280871894993353,0.0433888617810713,15.0,0.5618662926614972,0.025423335979116,-0.0186364460503647,15.0,0.5306786542429188,0.0245159868046071,-0.0015891668856531,NOT_APPLICABLE
C00205,0.3079470198675497,PASS,,A_OK,PASS,1.3265448967193905,0.0150153068895043,93.98344871228954,9.36982625806206,9.390255045530052,8.618462305912255,1.4253784600207111,0.0156332104115712,98.41743019296844,9.76733578566096,9.828547357757683,9.214117569149726,Output_Rise_Time,,40.0,0.0331636224179847,0.0249676423446746,-0.1962633537595461,0.1,0.1501530688950431,0.0339696246732072,-0.2139435438036212,,,0.0125262255439479,0.0282511420396318,18.0,0.5205459032256701,0.0249306991865663,-0.0138806107721151,15.0,0.6260170030353368,0.0260869282403417,0.0927029536228218,15.0,0.5745641537274836,0.025639286126736,0.079792445835392,NOT_APPLICABLE
C00206,0.1698675496688741,PASS,,A_OK,PASS,1.794106055162275,0.018733422054531,94.32569249654718,8.937673756822313,8.222752378085769,7.392966534696055,1.878754576454716,0.0195718218047393,99.0409625541557,9.336649165023918,8.57762285433413,7.671522937715162,IDDQ,,40.0,0.0448526513790568,0.0297384281302139,0.0819897936212461,0.1,0.1873342205453104,0.0306680267677729,-0.016157406154429,,,0.0146103407675679,0.0298757257491952,18.0,0.496537430934573,0.0134366049272089,-0.0486937001390471,15.0,0.5481834918723846,0.0128318535277331,-0.0306318541169822,15.0,0.4928644356464036,0.0103052883217793,-0.0596895554072087,NOT_APPLICABLE
C00207,0.3615894039735099,PASS,,A_OK,PASS,1.5606872560260312,0.0218675854880406,93.74309147293232,9.174547817479455,7.954382342518873,7.235759418655612,1.674317911855168,0.0229671836565993,97.61461713262575,9.5033967111509,8.343390159758702,7.4448335009442275,IDDQ,,40.0,0.0390171814006507,0.0362454873627288,-0.064690804478138,0.1,0.2186758548804064,0.0379526052800763,0.1403826896533058,,,0.0182045081677459,0.0199018040332328,18.0,0.5096971009710809,0.0180552330761703,-0.0279115355451622,15.0,0.5302921561679248,0.0159780013808248,-0.0651734425584155,15.0,0.4823839612437074,0.0134857784638613,-0.0825728132571496,NOT_APPLICABLE
C00208,0.5096026490066226,PASS,,A_OK,PASS,1.7944770640618253,0.0267536701776908,96.57560335964672,8.7251757452057,8.694216824097879,7.638767449815315,1.876916888877232,0.0521512762182014,101.66223072424415,8.966134646489186,9.003685325505227,7.854507996041185,Active_Supply_Current,,40.0,0.0448619266015456,0.0302813367486013,0.0816432673453324,0.1,0.2675367017769087,0.0271700137330442,0.4098351782186256,,,0.0211347656182496,0.0477036852899135,18.0,0.4847319858447611,0.0107788847511351,-0.0688696468030877,15.0,0.5796144549398586,0.0118017109074925,0.0259919214306323,15.0,0.509251163321021,0.0101837997787969,-0.0283093240675836,NOT_APPLICABLE
C00209,0.6347682119205299,PASS,,A_OK,PASS,1.8976966350290496,0.0262823488645602,88.33778898374969,9.466603073318597,8.096576294859194,8.163997700265634,1.9851929860040805,0.0279735340941388,92.63172238558616,9.828487612613449,8.46791969992657,8.464216139449267,Active_Supply_Current,,40.0,0.0474424158757262,0.0324212707498164,0.141489224616407,0.1,0.2628234886456028,0.035839233222728,0.3734065874583885,,,0.0250067526214436,-0.0452846560853593,18.0,0.5259223929621442,0.0122666231230761,0.0087689639287926,15.0,0.5397717529906129,0.0115790185332415,-0.0443244315918281,15.0,0.5442665133510423,0.0090926766432596,0.0396256006599791,NOT_APPLICABLE
C00210,0.6973509933774834,PASS,,A_OK,PASS,1.5503196514726068,0.0211632387274256,94.08334893767189,10.527240758670048,8.876254934242697,8.176242427671632,1.6338431947359018,0.0290492482235358,98.34883827453348,11.214857353085456,9.235828120458896,8.562084821670638,Input_Leakage_Current,B_WIDE_ENVELOPE:Input_Leakage_Current,40.0,0.0387579912868151,0.0252229905954237,-0.0609150343033066,0.1,0.2116323872742562,0.0519553995141475,0.0889604590110693,,,0.0152285546096731,0.0266042254552456,18.0,0.5848467088150026,0.018318652707309,0.1151243984541012,15.0,0.5917503289495131,0.0163928062436852,0.0427424843926145,15.0,0.5450828285114421,0.0154553569545924,0.0346609800869051,NOT_APPLICABLE
C00211,0.433112582781457,PASS,,A_OK,PASS,1.698139079866115,0.0207251160779829,92.20417570538444,9.942000912354365,8.61339512866314,8.17352817823638,1.7709593432708253,0.0221463476711041,97.16074319812948,10.405202797109794,9.004314984781189,8.343632188828973,Output_Rise_Time,,40.0,0.0424534769966528,0.0267166801592761,0.0271281013868813,0.1,0.2072511607798294,0.0405219438690099,0.0781347262442826,,,0.0241797522610762,-0.0026938254807687,18.0,0.5523333840196869,0.0317421977595323,0.0394295683442489,15.0,0.574226341910876,0.0313590527046805,-0.0028204366945603,15.0,0.544901878549092,0.0314218427270252,0.0183061950780416,NOT_APPLICABLE
C00212,0.4062913907284768,PASS,,A_OK,PASS,1.7797556630431568,0.0246200736927638,93.18641338753724,9.376574785189137,7.951869782887317,7.650401893309834,1.8335480269915343,0.0276703011205654,97.67253193380616,9.655195212115698,8.279082537423443,7.898339115295553,Input_Leakage_Current,,40.0,0.0444938915760789,0.0331414965676166,0.0697998934959565,0.1,0.2462007369276385,0.0547542495400501,0.2634712712116702,,,0.020025442919638,0.0120353812114277,18.0,0.5209208213993964,0.0166350796739047,-0.0051179571189265,15.0,0.5301246521924878,0.0160702969226975,-0.0655536161475389,15.0,0.5100267928873223,0.0145162209717512,-0.0309852205038122,NOT_APPLICABLE
C00213,0.4589403973509934,PASS,,A_OK,PASS,1.7348089331168834,0.020565677041291,87.15116460757427,9.385224924277772,8.660557287574706,8.072154008035204,1.8048766328605876,0.0218245647885797,89.38808738322479,9.762091587521946,9.027703322623845,8.346279512984717,Output_Rise_Time,,40.0,0.043370223327922,0.0261899098846183,0.0498466869635014,0.1,0.2056567704129104,0.0371514973670404,0.0733172751630624,,,0.0154824882306311,-0.0492751176436248,18.0,0.5214013846820985,0.0260381047620226,-0.0133260615946542,15.0,0.5773704858383137,0.0273737494160249,0.0065289202073068,15.0,0.5381436005356802,0.0274922777937855,0.0095225367559894,NOT_APPLICABLE
C00214,0.916456,MONITOR,Input_Leakage_Current,A_STATIC_LIMIT_EXCEEDED:Input_Leakage_Current|A_LOT_RELATIVE_DEVIATION,CONFIRMED,1.4063120585597992,0.0241938964043683,97.76947551836398,9.583744559083202,8.619288109915924,8.336975905975162,1.4978096737337747,0.0601884953329521,102.1778904334739,9.859148136984468,9.105132056248005,8.532831308230486,Input_Leakage_Current,B_HIGH_FORECAST_DRIFT:Input_Leakage_Current|B_WIDE_ENVELOPE:Input_Leakage_Current,40.0,0.0351578014639949,0.0281283943626318,-0.1505529360804959,0.1,0.2419389640436831,0.1683921574524709,0.1208422420092558,,,0.0292457210473318,0.0522969683011649,18.0,0.5324302532824001,0.0096515270473196,0.0238967979773894,15.0,0.5746192073277283,0.0100835180617643,0.0188799052049573,15.0,0.5557983937316775,0.0077762188754556,0.0630399514781745,SAME_PARAMETER_DRIFT_SUPPORT
C00215,0.8652317880794702,MONITOR,Output_Fall_Time,A_LOT_RELATIVE_DEVIATION,MONITOR,1.6189651138421253,0.0167392645857356,95.22252903271595,9.3327277500655,7.808012963464554,6.793147142739615,1.7049953168335112,0.0181472640155318,99.30824898949972,9.622200626547366,8.197464037078076,7.040129313999224,Input_Leakage_Current,,40.0,0.0404741278460531,0.0291316737462314,-0.0230585911968042,0.1,0.1673926458573562,0.0412580608195836,-0.1298276002056889,,,0.0166674044236942,0.0375640505409795,18.0,0.5184848750036388,0.0156208358048618,-0.008781368744083,15.0,0.5205341975643036,0.0127676168435315,-0.0794664889339218,15.0,0.452876476182641,0.0109442641041179,-0.1365266160074479,NO_MATCHING_DRIFT_CODE
C00216,0.2940397350993378,PASS,,A_OK,PASS,1.5665931982374997,0.0247167965812382,92.57710763682417,9.636302540444987,8.685798443953471,8.23617415988419,1.6544539047999929,0.0266354728081755,96.601464835561,9.987424470033504,9.099173971566907,8.461228449670358,Output_Rise_Time,,40.0,0.0391648299559374,0.033022575615853,-0.058222313994414,0.1,0.2471679658123823,0.0197960383396555,0.3119164253430404,,,0.0197618421156023,0.0056780115676757,18.0,0.5353501411358326,0.0294323963661394,0.0097295281041067,15.0,0.5790532295968981,0.0295376590588403,0.0073407293255385,15.0,0.5490782773256127,0.0287359443160591,0.0287900448017333,NOT_APPLICABLE
C00217,0.0447019867549668,PASS,,A_OK,PASS,1.8638536770885767,0.019851301454393,92.51675837660096,9.85450236676861,8.709665357169944,8.104405310430717,1.9427915976239865,0.0272839133303783,96.54054454892535,10.212044952719072,9.078443296169487,8.400462770734991,Input_Leakage_Current,B_WIDE_ENVELOPE:Input_Leakage_Current|B_NO_EARLY_SIGNAL:Input_Leakage_Current,40.0,0.0465963419272144,0.0282048567122538,0.1257297312403065,0.1,0.19851301454393,0.0387912848975933,0.0343987658664644,,,0.0197401627845481,0.0050437955872852,18.0,0.5474723537093672,0.0141621822176242,0.0481410925848488,15.0,0.580644357144663,0.013506376569665,0.026086248420396,15.0,0.5402936873620479,0.011244707162436,0.0298406656844936,NOT_APPLICABLE
